2016-04-05,MIDNIGHT,1
2016-04-06,DAY,7
2016-04-06,EVENING,5
2016-04-06,MIDNIGHT,1
2016-04-07,DAY,1
2016-04-07,EVENING,4
2016-04-07,MIDNIGHT,2
2016-04-08,DAY,8
2016-04-08,EVENING,5
2016-04-08,MIDNIGHT,3
2016-04-09,DAY,3
2016-04-09,EVENING,13
2016-04-09,MIDNIGHT,5
2016-04-10,DAY,2
2016-04-10,EVENING,8
2016-04-10,MIDNIGHT,8
2016-04-11,DAY,6
2016-04-11,EVENING,7
2016-04-11,MIDNIGHT,4
2016-04-12,DAY,10
2016-04-12,EVENING,6
2016-04-12,MIDNIGHT,2
2016-04-13,DAY,8
2016-04-13,EVENING,5
2016-04-13,MIDNIGHT,1
2016-04-14,DAY,11
2016-04-14,EVENING,2
2016-04-14,MIDNIGHT,2
2016-04-15,DAY,6
2016-04-15,EVENING,13
2016-04-15,MIDNIGHT,2
2016-04-16,DAY,5
2016-04-16,EVENING,9
2016-04-16,MIDNIGHT,10
2016-04-17,DAY,4
2016-04-17,EVENING,8
2016-04-17,MIDNIGHT,3
2016-04-18,DAY,2
2016-04-18,EVENING,13
2016-04-18,MIDNIGHT,1
2016-04-19,DAY,7
2016-04-19,EVENING,12
2016-04-19,MIDNIGHT,3
2016-04-20,DAY,4
2016-04-20,EVENING,10
2016-04-20,MIDNIGHT,5
2016-04-21,DAY,12
2016-04-21,EVENING,6
2016-04-21,MIDNIGHT,4
2016-04-22,DAY,1
2016-04-22,EVENING,9
2016-04-22,MIDNIGHT,5
2016-04-23,DAY,6
2016-04-23,EVENING,6
2016-04-23,MIDNIGHT,6
2016-04-24,DAY,4
2016-04-24,EVENING,6
2016-04-24,MIDNIGHT,2
2016-04-25,DAY,4
2016-04-25,EVENING,12
2016-04-25,MIDNIGHT,2
2016-04-26,DAY,13
2016-04-26,EVENING,8
2016-04-26,MIDNIGHT,2
2016-04-27,DAY,16
2016-04-27,EVENING,9
2016-04-28,DAY,6
2016-04-28,EVENING,15
2016-04-28,MIDNIGHT,2
2016-04-29,DAY,10
2016-04-29,EVENING,5
2016-04-29,MIDNIGHT,5
2016-04-30,DAY,5
2016-04-30,EVENING,5
2016-04-30,MIDNIGHT,6
2016-05-01,DAY,5
2016-05-01,EVENING,9
2016-05-02,DAY,10
2016-05-02,EVENING,15
2016-05-02,MIDNIGHT,1
2016-05-03,DAY,2
2016-05-03,EVENING,9
2016-05-03,MIDNIGHT,3
2016-05-04,DAY,6
2016-05-04,EVENING,7
2016-05-04,MIDNIGHT,2
2016-05-05,DAY,5
2016-05-05,EVENING,10
2016-05-05,MIDNIGHT,5
2016-05-06,DAY,6
2016-05-06,EVENING,8
2016-05-06,MIDNIGHT,2
2016-05-07,EVENING,9
2016-05-07,MIDNIGHT,1
2016-05-08,DAY,7
2016-05-08,EVENING,13
2016-05-08,MIDNIGHT,3
2016-05-09,DAY,3
2016-05-09,EVENING,7
2016-05-09,MIDNIGHT,5
2016-05-10,DAY,7
2016-05-10,EVENING,9
2016-05-10,MIDNIGHT,2
2016-05-11,DAY,7
2016-05-11,EVENING,9
2016-05-11,MIDNIGHT,2
2016-05-12,DAY,6
2016-05-12,EVENING,9
2016-05-12,MIDNIGHT,5
2016-05-13,DAY,10
2016-05-13,EVENING,5
2016-05-13,MIDNIGHT,2
2016-05-14,DAY,1
2016-05-14,EVENING,11
2016-05-14,MIDNIGHT,3
2016-05-15,DAY,3
2016-05-15,EVENING,15
2016-05-15,MIDNIGHT,3
2016-05-16,DAY,9
2016-05-16,EVENING,11
2016-05-16,MIDNIGHT,3
2016-05-17,DAY,6
2016-05-17,EVENING,13
2016-05-17,MIDNIGHT,1
2016-05-18,DAY,6
2016-05-18,EVENING,4
2016-05-18,MIDNIGHT,4
2016-05-19,DAY,11
2016-05-19,EVENING,11
2016-05-19,MIDNIGHT,3
2016-05-20,DAY,5
2016-05-20,EVENING,6
2016-05-20,MIDNIGHT,3
2016-05-21,DAY,6
2016-05-21,EVENING,4
2016-05-21,MIDNIGHT,10
2016-05-22,DAY,3
2016-05-22,EVENING,9
2016-05-22,MIDNIGHT,6
2016-05-23,DAY,7
2016-05-23,EVENING,13
2016-05-23,MIDNIGHT,2
2016-05-24,DAY,7
2016-05-24,EVENING,12
2016-05-24,MIDNIGHT,4
2016-05-25,DAY,6
2016-05-25,EVENING,5
2016-05-25,MIDNIGHT,3
2016-05-26,DAY,3
2016-05-26,EVENING,9
2016-05-26,MIDNIGHT,5
2016-05-27,DAY,1
2016-05-27,EVENING,12
2016-05-27,MIDNIGHT,4
2016-05-28,DAY,5
2016-05-28,EVENING,6
2016-05-28,MIDNIGHT,3
2016-05-29,DAY,9
2016-05-29,EVENING,6
2016-05-29,MIDNIGHT,5
2016-05-30,DAY,5
2016-05-30,EVENING,8
2016-05-30,MIDNIGHT,4
2016-05-31,DAY,7
2016-05-31,EVENING,13
2016-05-31,MIDNIGHT,3
2016-06-01,DAY,2
2016-06-01,EVENING,8
2016-06-01,MIDNIGHT,4
