2016-03-01,DAY,5
2016-03-01,EVENING,5
2016-03-01,MIDNIGHT,4
2016-03-02,DAY,5
2016-03-02,EVENING,1
2016-03-02,MIDNIGHT,4
2016-03-03,DAY,3
2016-03-03,EVENING,2
2016-03-03,MIDNIGHT,1
2016-03-04,DAY,2
2016-03-04,EVENING,4
2016-03-04,MIDNIGHT,6
2016-03-05,DAY,5
2016-03-05,EVENING,1
2016-03-05,MIDNIGHT,1
2016-03-06,DAY,3
2016-03-06,EVENING,5
2016-03-06,MIDNIGHT,2
2016-03-07,DAY,6
2016-03-07,EVENING,8
2016-03-08,DAY,3
2016-03-08,EVENING,4
2016-03-08,MIDNIGHT,2
2016-03-09,DAY,1
2016-03-09,MIDNIGHT,6
2016-03-10,DAY,2
2016-03-10,EVENING,2
2016-03-10,MIDNIGHT,1
2016-03-11,DAY,1
2016-03-11,EVENING,6
2016-03-11,MIDNIGHT,2
2016-03-12,DAY,3
2016-03-12,EVENING,1
2016-03-12,MIDNIGHT,4
2016-03-13,DAY,3
2016-03-13,EVENING,3
2016-03-13,MIDNIGHT,2
2016-03-14,DAY,1
2016-03-14,EVENING,2
2016-03-14,MIDNIGHT,5
2016-03-15,EVENING,3
2016-03-15,MIDNIGHT,1
2016-03-16,DAY,3
2016-03-16,EVENING,3
2016-03-17,DAY,1
2016-03-17,EVENING,3
2016-03-17,MIDNIGHT,3
2016-03-18,DAY,4
2016-03-18,EVENING,5
2016-03-18,MIDNIGHT,2
2016-03-19,DAY,4
2016-03-19,EVENING,3
2016-03-19,MIDNIGHT,5
2016-03-20,DAY,1
2016-03-20,EVENING,3
2016-03-20,MIDNIGHT,4
2016-03-21,DAY,3
2016-03-21,EVENING,4
2016-03-22,DAY,3
2016-03-22,EVENING,4
2016-03-22,MIDNIGHT,2
2016-03-23,DAY,6
2016-03-23,EVENING,5
2016-03-23,MIDNIGHT,1
2016-03-24,DAY,3
2016-03-24,EVENING,3
2016-03-24,MIDNIGHT,5
2016-03-25,DAY,1
2016-03-25,EVENING,2
2016-03-26,DAY,3
