002702,8
002802,65
002900,15
003000,123
003100,57
003200,27
003400,69
003500,131
003600,66
003700,52
003800,70
003900,32
004001,39
004002,45
004100,3
004201,45
004202,7
004300,68
004400,261
004701,5
004801,51
004802,25
004901,60
004902,109
005001,54
005002,62
005201,41
005301,39
005800,9
010100,19
