2016-03-01,11
2016-03-02,4
2016-03-03,11
2016-03-04,8
2016-03-05,14
2016-03-06,7
2016-03-07,7
2016-03-08,2
2016-03-09,6
2016-03-10,9
2016-03-11,8
2016-03-12,8
2016-03-13,9
2016-03-14,13
2016-03-15,15
2016-03-16,15
2016-03-17,9
2016-03-18,10
2016-03-19,18
2016-03-20,12
2016-03-21,13
2016-03-22,12
2016-03-23,11
2016-03-24,11
2016-03-25,18
2016-03-26,14
2016-03-27,12
2016-03-28,11
2016-03-29,20
2016-03-30,14
2016-03-31,13
2016-04-01,11
2016-04-02,18
2016-04-03,13
2016-04-04,7
2016-04-05,15
2016-04-06,10
2016-04-07,13
2016-04-08,16
2016-04-09,20
2016-04-10,18
2016-04-11,11
2016-04-12,14
2016-04-13,17
2016-04-14,11
2016-04-15,14
2016-04-16,15
2016-04-17,12
2016-04-18,13
2016-04-19,16
2016-04-20,8
2016-04-21,5
2016-04-22,16
2016-04-23,16
2016-04-24,22
2016-04-25,13
2016-04-26,13
2016-04-27,13
2016-04-28,10
2016-04-29,9
2016-04-30,8
2016-05-01,7
2016-05-02,17
2016-05-03,12
2016-05-04,6
2016-05-05,11
2016-05-06,12
2016-05-07,13
2016-05-08,15
2016-05-09,12
2016-05-10,5
2016-05-11,10
2016-05-12,22
2016-05-13,19
2016-05-14,19
2016-05-15,13
2016-05-16,8
2016-05-17,12
2016-05-18,14
2016-05-19,13
2016-05-20,18
2016-05-21,13
2016-05-22,18
2016-05-23,17
2016-05-24,17
2016-05-25,14
2016-05-26,14
2016-05-27,13
2016-05-28,10
2016-05-29,10
2016-05-30,19
2016-05-31,20
2016-06-01,18
