2016-05-08,EVENING,3
2016-05-08,MIDNIGHT,5
2016-05-09,DAY,6
2016-05-09,EVENING,8
2016-05-09,MIDNIGHT,1
2016-05-10,DAY,2
2016-05-10,EVENING,5
2016-05-10,MIDNIGHT,2
2016-05-11,DAY,3
2016-05-11,EVENING,6
2016-05-11,MIDNIGHT,5
2016-05-12,DAY,3
2016-05-12,EVENING,4
2016-05-12,MIDNIGHT,2
2016-05-13,DAY,7
2016-05-13,EVENING,4
2016-05-13,MIDNIGHT,3
2016-05-14,DAY,4
2016-05-14,EVENING,4
2016-05-14,MIDNIGHT,6
2016-05-15,DAY,2
2016-05-15,EVENING,3
2016-05-15,MIDNIGHT,5
2016-05-16,DAY,2
2016-05-16,EVENING,5
2016-05-16,MIDNIGHT,2
2016-05-17,DAY,4
2016-05-17,EVENING,7
2016-05-17,MIDNIGHT,3
2016-05-18,DAY,1
2016-05-18,EVENING,4
2016-05-18,MIDNIGHT,6
2016-05-19,DAY,4
2016-05-19,EVENING,9
2016-05-19,MIDNIGHT,2
2016-05-20,DAY,2
2016-05-20,EVENING,5
2016-05-20,MIDNIGHT,2
2016-05-21,DAY,7
2016-05-21,EVENING,1
2016-05-21,MIDNIGHT,3
2016-05-22,DAY,4
2016-05-22,EVENING,4
2016-05-22,MIDNIGHT,5
2016-05-23,DAY,5
2016-05-23,EVENING,5
2016-05-23,MIDNIGHT,4
2016-05-24,DAY,6
2016-05-24,EVENING,8
2016-05-24,MIDNIGHT,2
2016-05-25,DAY,3
2016-05-25,EVENING,8
2016-05-25,MIDNIGHT,3
2016-05-26,EVENING,6
2016-05-26,MIDNIGHT,3
2016-05-27,DAY,4
2016-05-27,EVENING,5
2016-05-27,MIDNIGHT,2
2016-05-28,DAY,1
2016-05-28,EVENING,5
2016-05-28,MIDNIGHT,3
2016-05-29,DAY,3
2016-05-29,EVENING,3
2016-05-29,MIDNIGHT,4
2016-05-30,DAY,5
2016-05-30,EVENING,8
2016-05-30,MIDNIGHT,1
2016-05-31,DAY,9
2016-05-31,EVENING,5
2016-05-31,MIDNIGHT,4
2016-06-01,DAY,5
2016-06-01,EVENING,2
2016-06-01,MIDNIGHT,3
