2016-03-01,11
2016-03-02,29
2016-03-03,8
2016-03-04,15
2016-03-05,13
2016-03-06,14
2016-03-07,23
2016-03-08,24
2016-03-09,12
2016-03-10,16
2016-03-11,10
2016-03-12,7
2016-03-13,11
2016-03-14,16
2016-03-15,16
2016-03-16,13
2016-03-17,15
2016-03-18,16
2016-03-19,17
2016-03-20,13
2016-03-21,19
2016-03-22,16
2016-03-23,16
2016-03-24,15
2016-03-25,21
2016-03-26,9
2016-03-27,15
2016-03-28,22
2016-03-29,16
2016-03-30,17
2016-03-31,20
2016-04-01,17
2016-04-02,16
2016-04-03,11
2016-04-04,16
2016-04-05,8
2016-04-06,8
2016-04-07,12
2016-04-08,4
2016-04-09,12
2016-04-10,13
2016-04-11,4
2016-04-12,14
2016-04-13,15
2016-04-14,17
2016-04-15,7
2016-04-16,7
2016-04-17,9
2016-04-18,15
2016-04-19,22
2016-04-20,14
2016-04-21,14
2016-04-22,26
2016-04-23,8
2016-04-24,12
2016-04-25,18
2016-04-26,15
2016-04-27,16
2016-04-28,21
2016-04-29,13
2016-04-30,14
2016-05-01,12
2016-05-02,8
2016-05-03,8
2016-05-04,16
2016-05-05,18
2016-05-06,21
2016-05-07,19
2016-05-08,3
2016-05-09,9
2016-05-10,14
2016-05-11,15
2016-05-12,15
2016-05-13,17
2016-05-14,21
2016-05-15,8
2016-05-16,30
2016-05-17,10
2016-05-18,13
2016-05-19,13
2016-05-20,24
2016-05-21,17
2016-05-22,15
2016-05-23,16
2016-05-24,19
2016-05-25,21
2016-05-26,26
2016-05-27,18
2016-05-28,8
2016-05-29,18
2016-05-30,15
2016-05-31,15
2016-06-01,18
