2016-03-01,6
2016-03-02,12
2016-03-03,11
2016-03-04,13
2016-03-05,7
2016-03-06,2
2016-03-07,13
2016-03-08,9
2016-03-09,11
2016-03-10,5
2016-03-11,7
2016-03-12,5
2016-03-13,12
2016-03-14,7
2016-03-15,14
2016-03-16,13
2016-03-17,13
2016-03-18,11
2016-03-19,9
2016-03-20,2
2016-03-21,12
2016-03-22,16
2016-03-23,11
2016-03-24,11
2016-03-25,11
2016-03-26,11
2016-03-27,12
2016-03-28,14
2016-03-29,8
2016-03-30,12
2016-03-31,11
2016-04-01,7
2016-04-02,13
2016-04-03,27
2016-04-04,14
2016-04-05,7
2016-04-06,5
2016-04-07,8
2016-04-08,11
2016-04-09,7
2016-04-10,10
2016-04-11,16
2016-04-12,11
2016-04-13,11
2016-04-14,16
2016-04-15,14
2016-04-16,13
2016-04-17,14
2016-04-18,15
2016-04-19,10
2016-04-20,14
2016-04-21,10
2016-04-22,11
2016-04-23,6
2016-04-24,9
2016-04-25,6
2016-04-26,10
2016-04-27,11
2016-04-28,10
2016-04-29,11
2016-04-30,8
2016-05-01,11
2016-05-02,14
2016-05-03,13
2016-05-04,18
2016-05-05,14
2016-05-06,13
2016-05-07,11
2016-05-08,8
2016-05-09,13
2016-05-10,13
2016-05-11,8
2016-05-12,13
2016-05-13,11
2016-05-14,15
2016-05-15,6
2016-05-16,17
2016-05-17,20
2016-05-18,14
2016-05-19,14
2016-05-20,15
2016-05-21,6
2016-05-22,17
2016-05-23,17
2016-05-24,9
2016-05-25,21
2016-05-26,12
2016-05-27,8
2016-05-28,7
2016-05-29,12
2016-05-30,8
2016-05-31,13
2016-06-01,12
