REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
11/24/2015 5:02:22 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,2300 - 2499 BLOCK OF HARTFORD STREET SE,7,702,8,8B,Cluster 36,007408 1,007408,Precinct 115,15188023,402411,131808,11/24/2015 3:39:41 PM,11/24/2015 4:35:58 PM
11/24/2015 8:49:14 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,1000 - 1199 BLOCK OF SOUTHERN AVENUE SE,7,706,8,8E,Cluster 39,009700 1,009700,Precinct 121,15188159,401169,129438,11/24/2015 6:20:58 PM,11/24/2015 6:25:04 PM
1/10/2016 8:11:16 PM,EVENING,THEFT/OTHER,OTHERS,2300 - 2499 BLOCK OF HARTFORD STREET SE,7,702,8,8B,Cluster 36,007408 1,007408,Precinct 115,16005329,402411,131808,1/10/2016 6:33:17 PM,1/10/2016 7:51:39 PM
1/29/2016 10:27:02 AM,DAY,THEFT/OTHER,OTHERS,1909 - 1999 BLOCK OF 14TH STREET SE,7,701,8,8A,Cluster 28,007503 1,007503,Precinct 114,16014196,401280,133168,1/29/2016 8:59:36 AM,1/29/2016 9:01:15 AM
1/29/2016 4:06:49 PM,EVENING,MOTOR VEHICLE THEFT,OTHERS,3400 - 3683 BLOCK OF 22ND STREET SE,7,704,8,8B,Cluster 38,007409 2,007409,Precinct 116,16014375,402363,130873,1/28/2016 10:38:38 PM,1/29/2016 8:00:03 AM
1/29/2016 4:14:10 PM,EVENING,THEFT F/AUTO,OTHERS,1 99  BLOCK OF BRANDYWINE STREET SE,7,708,8,8D,Cluster 39,009810 2,009810,Precinct 124,16014382,399411,129158,1/28/2016 8:00:03 AM,1/29/2016 3:00:07 PM
2/14/2016 8:35:29 PM,EVENING,ROBBERY,GUN,4180 - 4530 BLOCK OF LIVINGSTON ROAD SE,7,708,8,8D,Cluster 39,009810 1,009810,Precinct 125,16022990,399688,128741,2/14/2016 7:11:01 PM,2/14/2016 7:13:19 PM
2/15/2016 12:34:26 PM,DAY,THEFT F/AUTO,OTHERS,3400 - 3465 BLOCK OF 25TH STREET SE,7,704,8,8B,Cluster 38,007409 1,007409,Precinct 116,16023206,402659,131024,2/14/2016 5:30:14 PM,2/15/2016 9:45:22 AM
2/15/2016 4:59:02 PM,EVENING,THEFT/OTHER,OTHERS,2600 - 2799 BLOCK OF JASPER STREET SE,7,702,8,8B,Cluster 36,007408 1,007408,Precinct 115,16023284,402670,131549,2/12/2016 10:00:51 AM,2/15/2016 1:00:52 PM
2/16/2016 2:08:53 PM,DAY,THEFT/OTHER,OTHERS,1928 - 1999 BLOCK OF VALLEY TERRACE SE,7,704,8,8E,Cluster 38,007304 1,007304,Precinct 121,16023617,402057,130397,2/11/2016 9:00:23 AM,2/11/2016 9:00:54 PM
3/5/2016 2:05:41 AM,MIDNIGHT,BURGLARY,OTHERS,1800 - 1899 BLOCK OF TRENTON PLACE SE,7,704,8,8B,Cluster 38,007409 3,007409,Precinct 116,16033697,401978,130800,3/4/2016 1:30:34 PM,3/4/2016 11:10:31 PM
9/22/2015 12:07:38 PM,DAY,THEFT F/AUTO,OTHERS,1712 - 1731 BLOCK OF 22ND STREET SE,7,701,8,8A,Cluster 34,007601 3,007601,Precinct 133,15149896,402172,133414,9/22/2015 10:07:55 AM,9/22/2015 11:28:09 AM
9/22/2015 1:42:10 PM,DAY,BURGLARY,OTHERS,4200 - 4399 BLOCK OF 7TH STREET SE,7,706,8,8D,Cluster 39,009811 2,009811,Precinct 125,15149960,400251,128889,9/18/2015 10:00:43 AM,9/22/2015 9:30:02 AM
10/5/2015 2:14:16 PM,DAY,ROBBERY,OTHERS,4037 4199  BLOCK OF SOUTH CAPITOL STREET,7,708,8,8D,Cluster 39,009807 1,009807,Precinct 124,15157636,399333,129102,10/5/2015 10:28:47 AM,10/5/2015 10:32:07 AM
10/29/2015 11:24:18 PM,MIDNIGHT,ROBBERY,OTHERS,2600 - 2699 BLOCK OF BIRNEY PLACE SE,7,703,8,8C,Cluster 37,007401 2,007401,Precinct 119,15172453,400279,132204,10/29/2015 7:38:06 PM,10/29/2015 10:44:18 PM
10/29/2015 11:07:53 PM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,100 - 199 BLOCK OF IVANHOE STREET SW,7,708,8,8D,Cluster 39,010900 1,010900,Precinct 126,15172480,399218,128170,10/29/2015 7:33:02 PM,10/29/2015 8:00:29 PM
10/5/2015 6:15:24 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,KNIFE,3400 - 3499 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,707,8,8C,Cluster 39,010400 1,010400,Precinct 123,15157828,399664,130341,10/5/2015 3:52:58 PM,
10/5/2015 8:36:53 PM,EVENING,THEFT/OTHER,OTHERS,AINGER PLACE SE AND ALABAMA AVENUE SE,7,702,8,8B,Cluster 36,007408 1,007408,Precinct 134,15157926,402606.34000037,132001.63000793,10/5/2015 7:00:14 PM,10/5/2015 7:36:36 PM
10/17/2015 9:41:04 PM,EVENING,ROBBERY,OTHERS,1400 - 1407 BLOCK OF HOWARD ROAD SE,7,702,8,8A,Cluster 37,007407 2,007407,Precinct 119,15165301,400879.453598769090,132468.158712361120,10/17/2015 5:53:29 PM,10/17/2015 6:52:58 PM
10/17/2015 9:13:31 PM,EVENING,BURGLARY,OTHERS,4680 - 4699 BLOCK OF MARTIN LUTHER KING JR AVENUE SW,7,708,8,8D,,010900 2,010900,Precinct 126,15165342,399037,128205,10/17/2015 12:35:56 PM,10/17/2015 7:00:47 PM
3/5/2016 11:37:21 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,2300 - 2499 BLOCK OF HARTFORD STREET SE,7,702,8,8B,Cluster 36,007408 1,007408,Precinct 115,16033914,402411,131808,3/4/2016 10:30:31 PM,3/5/2016 10:50:06 AM
8/27/2015 5:07:15 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,OTHERS,ALABAMA AVENUE SE AND 7TH STREET SE,7,705,8,8C,Cluster 39,009804 1,009804,Precinct 122,15133887,400354.77001428,130623.16002265,8/27/2015 3:30:08 PM,8/27/2015 3:32:12 PM
8/28/2015 1:18:15 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,2001 - 2248 BLOCK OF ALABAMA AVENUE SE,7,704,8,8E,Cluster 38,007403 1,007403,Precinct 116,15134127,402196,131449,8/27/2015 10:11:12 PM,8/27/2015 10:15:57 PM
8/28/2015 2:27:38 AM,MIDNIGHT,THEFT F/AUTO,OTHERS,2200 - 2238 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,701,8,8A,Cluster 28,007503 1,007503,Precinct 114,15134204,400867,132951,8/28/2015 1:52:09 AM,8/28/2015 2:18:22 AM
9/9/2015 11:51:23 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,4307 - 4599 BLOCK OF 3RD STREET SE,7,708,8,8D,Cluster 39,009810 1,009810,Precinct 125,15141873,399874,128589,9/8/2015 7:30:21 PM,9/9/2015 6:24:37 AM
12/20/2015 2:25:23 PM,DAY,ROBBERY,GUN,1500 - 1599 BLOCK OF T STREET SE,7,701,8,8A,Cluster 34,007605 3,007605,Precinct 112,15202777,401505,133271,12/20/2015 1:26:18 PM,12/20/2015 2:23:25 PM
12/20/2015 4:37:48 PM,EVENING,THEFT F/AUTO,OTHERS,2632 2663  BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,703,8,8C,Cluster 37,007401 2,007401,Precinct 119,15202815,400366,132181,12/20/2015 1:30:21 PM,12/20/2015 4:08:46 PM
12/20/2015 6:07:43 PM,EVENING,THEFT F/AUTO,OTHERS,2700 - 2799 BLOCK OF WADE ROAD SE,7,703,8,8C,Cluster 37,007401 1,007401,Precinct 119,15202866,400200,132307,12/20/2015 11:00:25 AM,12/20/2015 3:37:17 PM
3/22/2016 11:03:44 AM,DAY,THEFT F/AUTO,OTHERS,1200 - 1233 BLOCK OF TALBERT STREET SE,7,703,8,8A,Cluster 37,007407 2,007407,Precinct 119,16400496,400712,132733,3/14/2016 12:00:11 AM,3/14/2016 9:00:25 AM
