PSA,COUNT,VARIANCE,RELATIVE
605,0.66793310923072857,1.0000000000000001e-15,0.0
308,0.49084616770837142,1.0000000000000001e-15,0.0
607,0.42672458922126144,1.0000000000000001e-15,0.0
606,0.4486252691970829,1.0000000000000001e-15,0.0
601,0.56715987731241424,1.0000000000000001e-15,0.0
603,0.83132271825854276,1.0000000000000001e-15,0.0
604,0.99147614433882847,1.0000000000000001e-15,0.0
704,0.75967513290874278,1.0000000000000001e-15,0.0
705,0.42996077217286571,1.0000000000000001e-15,0.0
706,0.69194107112687142,1.0000000000000001e-15,0.0
707,0.62315336838597146,1.0000000000000001e-15,0.0
608,0.62443278955179993,1.0000000000000001e-15,0.0
702,0.53637850923944286,1.0000000000000001e-15,0.0
703,0.64339832685054288,1.0000000000000001e-15,0.0
708,0.82033474823654284,1.0000000000000001e-15,0.0
602,0.72603388222687149,1.0000000000000001e-15,0.0
407,0.98748736070045717,1.0000000000000001e-15,0.0
406,0.51191898692970006,1.0000000000000001e-15,0.0
405,1.3850863033581857,1.0000000000000001e-15,0.0
404,0.89070291242051425,1.0000000000000001e-15,0.0
403,1.0131510441101141,1.0000000000000001e-15,0.0
402,0.88031702294847147,1.0000000000000001e-15,0.0
401,0.8198079277570286,1.0000000000000001e-15,0.0
301,0.83335474011521415,1.0000000000000001e-15,0.0
506,0.58025512925699996,1.0000000000000001e-15,0.0
507,0.86835067203335714,1.0000000000000001e-15,0.0
504,0.52072441495867139,1.0000000000000001e-15,0.0
505,0.43312169505629144,1.0000000000000001e-15,0.0
502,0.84065496677155704,1.0000000000000001e-15,0.0
503,0.75192334583879994,1.0000000000000001e-15,0.0
409,0.76772796025592849,1.0000000000000001e-15,0.0
501,0.64881705179562854,1.0000000000000001e-15,0.0
201,1.0690692751132287,1.0000000000000001e-15,0.0
203,1.3125355971811856,1.0000000000000001e-15,0.0
202,0,0,0
205,1.4231678980920284,1.0000000000000001e-15,0.0
204,1.8355178141988,1.0000000000000001e-15,0.0
207,1.2870224339124141,1.0000000000000001e-15,0.0
206,1.2392322903224,1.0000000000000001e-15,0.0
208,1.3349630976387856,1.0000000000000001e-15,0.0
302,0.97890771287375711,1.0000000000000001e-15,0.0
303,1.1756375323152572,1.0000000000000001e-15,0.0
304,0.91139943129868572,1.0000000000000001e-15,0.0
305,0.46458040374875709,1.0000000000000001e-15,0.0
306,0.32798337915825992,1.0000000000000001e-15,0.0
307,0.91230255212135702,1.0000000000000001e-15,0.0
108,1.1314598720204572,1.0000000000000001e-15,0.0
102,0.45110885146237284,1.0000000000000001e-15,0.0
103,0.39616900135101424,1.0000000000000001e-15,0.0
101,0.067433021506439997,1.0000000000000001e-15,0.0
106,0.62864735339697142,1.0000000000000001e-15,0.0
107,1.1679610053112286,1.0000000000000001e-15,0.0
104,0.85322339823662852,1.0000000000000001e-15,0.0
105,0.87241471574217144,1.0000000000000001e-15,0.0
701,0.74831086254358559,1.0000000000000001e-15,0.0
408,0.78782239858414282,1.0000000000000001e-15,0.0
