PSA,COUNT,VARIANCE,RELATIVE
605,3.5310532405301944,0.003901078840740535,1.5038281772635838
308,2.5948765334969495,0.003901078840740535,1.5038281772635838
607,2.2558954224009753,0.003901078840740535,1.5038281772635838
606,2.3716741821745466,0.003901078840740535,1.5038281772635838
601,2.998311799499239,0.003901078840740535,1.5038281772635838
603,4.3948184895550471,0.003901078840740535,1.5038281772635838
604,5.2414755369862123,0.003901078840740535,1.5038281772635838
704,4.0160508630827652,0.003901078840740535,1.5038281772635838
705,2.2730036240162113,0.003901078840740535,1.5038281772635838
706,3.6579722246026196,0.003901078840740535,1.5038281772635838
707,3.2943234739790328,0.003901078840740535,1.5038281772635838
608,3.3010871815886236,0.003901078840740535,1.5038281772635838
702,2.8355849515859815,0.003901078840740535,1.5038281772635838
703,3.4013492003621066,0.003901078840740535,1.5038281772635838
708,4.3367301770925657,0.003901078840740535,1.5038281772635838
602,3.8382051393208125,0.003901078840740535,1.5038281772635838
407,5.2203886838307119,0.003901078840740535,1.5038281772635838
406,2.7062787765812573,0.003901078840740535,1.5038281772635838
405,7.3223102916993481,0.003901078840740535,1.5038281772635838
404,4.7087340959552577,0.003901078840740535,1.5038281772635838
403,5.3560607013056041,0.003901078840740535,1.5038281772635838
402,4.653828704727859,0.003901078840740535,1.5038281772635838
401,4.3339451210208448,0.003901078840740535,1.5038281772635838
301,4.4055608487264504,0.003901078840740535,1.5038281772635838
506,3.0675403362725469,0.003901078840740535,1.5038281772635838
507,4.5905681452613578,0.003901078840740535,1.5038281772635838
504,2.7528289995695507,0.003901078840740535,1.5038281772635838
505,2.2897139604800549,0.003901078840740535,1.5038281772635838
502,4.4441537686390031,0.003901078840740535,1.5038281772635838
503,3.9750707522379134,0.003901078840740535,1.5038281772635838
409,4.0586224345571296,0.003901078840740535,1.5038281772635838
501,3.429995491453925,0.003901078840740535,1.5038281772635838
201,5.6516745106220343,0.003901078840740535,1.5038281772635838
203,0,0,0
202,4.7369825218837116,0.003901078840740535,1.5038281772635838
205,0,0,0
204,9.7035332375456278,0.003901078840740535,1.5038281772635838
207,6.8038919962143032,0.003901078840740535,1.5038281772635838
206,6.5512476235116601,0.003901078840740535,1.5038281772635838
208,7.0573320992197317,0.003901078840740535,1.5038281772635838
302,5.1750320562846257,0.003901078840740535,1.5038281772635838
303,6.2150515684898018,0.003901078840740535,1.5038281772635838
304,4.8181470132706297,0.003901078840740535,1.5038281772635838
305,2.4560215947869719,0.003901078840740535,1.5038281772635838
306,1.7338963405342405,0.003901078840740535,1.5038281772635838
307,4.8229213951112859,0.003901078840740535,1.5038281772635838
108,5.9815047231737237,0.003901078840740535,1.5038281772635838
102,2.3848037322519122,0.003901078840740535,1.5038281772635838
103,2.0943621699323196,0.003901078840740535,1.5038281772635838
101,0.35648717786020906,0.003901078840740535,1.5038281772635838
106,3.3233676302102735,0.003901078840740535,1.5038281772635838
107,6.1744693227843719,0.003901078840740535,1.5038281772635838
104,4.5105972493405888,0.003901078840740535,1.5038281772635838
105,4.6120528635802218,0.003901078840740535,1.5038281772635838
701,3.9559732248513475,0.003901078840740535,1.5038281772635838
408,4.1648524306374179,0.003901078840740535,1.5038281772635838
