2016-05-16,DAY,9
2016-05-16,EVENING,11
2016-05-16,MIDNIGHT,1
2016-05-17,DAY,3
2016-05-17,EVENING,12
2016-05-17,MIDNIGHT,6
2016-05-18,DAY,4
2016-05-18,EVENING,8
2016-05-18,MIDNIGHT,5
2016-05-19,DAY,8
2016-05-19,EVENING,8
2016-05-19,MIDNIGHT,5
2016-05-20,DAY,7
2016-05-20,EVENING,4
2016-05-20,MIDNIGHT,2
2016-05-21,DAY,5
2016-05-21,EVENING,15
2016-05-21,MIDNIGHT,7
2016-05-22,DAY,6
2016-05-22,EVENING,4
2016-05-22,MIDNIGHT,11
2016-05-23,DAY,7
2016-05-23,EVENING,8
2016-05-23,MIDNIGHT,5
2016-05-24,DAY,8
2016-05-24,EVENING,9
2016-05-24,MIDNIGHT,2
2016-05-25,DAY,4
2016-05-25,EVENING,11
2016-05-25,MIDNIGHT,1
2016-05-26,DAY,2
2016-05-26,EVENING,3
2016-05-26,MIDNIGHT,5
2016-05-27,DAY,6
2016-05-27,EVENING,9
2016-05-27,MIDNIGHT,5
2016-05-28,DAY,4
2016-05-28,EVENING,6
2016-05-28,MIDNIGHT,7
2016-05-29,DAY,3
2016-05-29,EVENING,4
2016-05-29,MIDNIGHT,4
2016-05-30,DAY,4
2016-05-30,EVENING,13
2016-05-30,MIDNIGHT,7
2016-05-31,DAY,6
2016-05-31,EVENING,9
2016-05-31,MIDNIGHT,5
2016-06-01,DAY,6
2016-06-01,EVENING,6
2016-06-01,MIDNIGHT,3
