2016-03-01,DAY,3
2016-03-01,EVENING,8
2016-03-02,DAY,4
2016-03-02,EVENING,7
2016-03-02,MIDNIGHT,4
2016-03-03,DAY,7
2016-03-03,EVENING,9
2016-03-03,MIDNIGHT,2
2016-03-04,DAY,3
2016-03-04,EVENING,9
2016-03-05,DAY,2
2016-03-05,EVENING,4
2016-03-05,MIDNIGHT,6
2016-03-06,DAY,4
2016-03-06,EVENING,4
2016-03-06,MIDNIGHT,6
2016-03-07,DAY,5
2016-03-07,EVENING,13
2016-03-07,MIDNIGHT,2
2016-03-08,DAY,10
2016-03-08,EVENING,12
2016-03-08,MIDNIGHT,4
2016-03-09,DAY,9
2016-03-09,EVENING,8
2016-03-09,MIDNIGHT,3
2016-03-10,DAY,5
2016-03-10,EVENING,8
2016-03-10,MIDNIGHT,3
2016-03-11,DAY,2
2016-03-11,EVENING,5
2016-03-11,MIDNIGHT,2
2016-03-12,DAY,2
2016-03-12,EVENING,3
2016-03-12,MIDNIGHT,6
2016-03-13,DAY,4
2016-03-13,EVENING,6
2016-03-13,MIDNIGHT,5
2016-03-14,DAY,4
2016-03-14,EVENING,9
2016-03-15,DAY,4
2016-03-15,EVENING,6
2016-03-15,MIDNIGHT,3
2016-03-16,DAY,8
2016-03-16,EVENING,4
2016-03-16,MIDNIGHT,1
2016-03-17,DAY,9
2016-03-17,EVENING,8
2016-03-17,MIDNIGHT,3
2016-03-18,DAY,11
2016-03-18,EVENING,10
2016-03-18,MIDNIGHT,1
2016-03-19,DAY,3
2016-03-19,EVENING,3
2016-03-19,MIDNIGHT,2
2016-03-20,EVENING,7
2016-03-20,MIDNIGHT,6
2016-03-21,DAY,5
2016-03-21,EVENING,9
2016-03-21,MIDNIGHT,1
2016-03-22,DAY,7
2016-03-22,EVENING,8
2016-03-22,MIDNIGHT,1
2016-03-23,DAY,8
2016-03-23,EVENING,5
2016-03-23,MIDNIGHT,4
2016-03-24,DAY,2
2016-03-24,EVENING,8
2016-03-24,MIDNIGHT,1
2016-03-25,DAY,11
2016-03-25,EVENING,8
2016-03-25,MIDNIGHT,9
2016-03-26,DAY,5
2016-03-26,EVENING,5
2016-03-26,MIDNIGHT,6
2016-03-27,DAY,4
2016-03-27,EVENING,4
2016-03-27,MIDNIGHT,6
2016-03-28,DAY,7
2016-03-28,EVENING,11
2016-03-28,MIDNIGHT,1
2016-03-29,DAY,5
2016-03-29,EVENING,9
2016-03-30,DAY,6
2016-03-30,EVENING,13
2016-03-30,MIDNIGHT,5
2016-03-31,DAY,4
2016-03-31,EVENING,4
2016-03-31,MIDNIGHT,4
2016-04-01,DAY,7
2016-04-01,EVENING,10
2016-04-01,MIDNIGHT,4
2016-04-02,DAY,7
2016-04-02,EVENING,6
2016-04-02,MIDNIGHT,6
2016-04-03,DAY,3
2016-04-03,EVENING,9
2016-04-03,MIDNIGHT,5
2016-04-04,DAY,9
2016-04-04,EVENING,12
2016-04-04,MIDNIGHT,2
2016-04-05,DAY,4
2016-04-05,EVENING,8
2016-04-05,MIDNIGHT,1
2016-04-06,DAY,7
2016-04-06,EVENING,8
2016-04-06,MIDNIGHT,2
2016-04-07,DAY,2
2016-04-07,EVENING,10
2016-04-07,MIDNIGHT,6
2016-04-08,DAY,3
2016-04-08,EVENING,8
2016-04-08,MIDNIGHT,6
2016-04-09,DAY,7
2016-04-09,EVENING,8
2016-04-09,MIDNIGHT,10
2016-04-10,DAY,4
2016-04-10,EVENING,6
2016-04-10,MIDNIGHT,1
2016-04-11,DAY,6
2016-04-11,EVENING,6
2016-04-11,MIDNIGHT,1
2016-04-12,DAY,9
2016-04-12,EVENING,9
2016-04-12,MIDNIGHT,5
2016-04-13,DAY,6
2016-04-13,EVENING,8
2016-04-13,MIDNIGHT,6
2016-04-14,DAY,2
2016-04-14,EVENING,10
2016-04-14,MIDNIGHT,3
2016-04-15,DAY,6
2016-04-15,EVENING,16
2016-04-15,MIDNIGHT,5
2016-04-16,DAY,6
2016-04-16,EVENING,10
2016-04-16,MIDNIGHT,11
2016-04-17,DAY,7
2016-04-17,EVENING,7
2016-04-17,MIDNIGHT,7
2016-04-18,DAY,2
2016-04-18,EVENING,19
2016-04-18,MIDNIGHT,3
2016-04-19,DAY,7
2016-04-19,EVENING,10
2016-04-19,MIDNIGHT,3
2016-04-20,DAY,7
2016-04-20,EVENING,6
2016-04-20,MIDNIGHT,4
2016-04-21,DAY,6
2016-04-21,EVENING,6
2016-04-21,MIDNIGHT,8
2016-04-22,DAY,4
2016-04-22,EVENING,17
2016-04-22,MIDNIGHT,6
2016-04-23,DAY,3
2016-04-23,EVENING,5
2016-04-23,MIDNIGHT,7
2016-04-24,DAY,3
2016-04-24,EVENING,8
2016-04-24,MIDNIGHT,3
2016-04-25,DAY,6
2016-04-25,EVENING,10
2016-04-25,MIDNIGHT,3
2016-04-26,DAY,7
2016-04-26,EVENING,6
2016-04-26,MIDNIGHT,2
2016-04-27,DAY,8
2016-04-27,EVENING,10
2016-04-27,MIDNIGHT,1
2016-04-28,DAY,4
2016-04-28,EVENING,16
2016-04-28,MIDNIGHT,6
2016-04-29,DAY,11
2016-04-29,EVENING,5
2016-04-29,MIDNIGHT,1
2016-04-30,DAY,5
2016-04-30,EVENING,6
2016-04-30,MIDNIGHT,4
2016-05-01,DAY,4
2016-05-01,EVENING,5
2016-05-01,MIDNIGHT,8
2016-05-02,DAY,3
2016-05-02,EVENING,2
2016-05-02,MIDNIGHT,7
2016-05-03,DAY,12
2016-05-03,EVENING,13
2016-05-03,MIDNIGHT,3
2016-05-04,DAY,6
2016-05-04,EVENING,4
2016-05-04,MIDNIGHT,3
2016-05-05,DAY,6
2016-05-05,EVENING,9
2016-05-05,MIDNIGHT,2
2016-05-06,DAY,5
2016-05-06,EVENING,10
2016-05-06,MIDNIGHT,10
2016-05-07,DAY,6
2016-05-07,EVENING,7
2016-05-07,MIDNIGHT,4
2016-05-08,DAY,1
2016-05-08,EVENING,8
2016-05-08,MIDNIGHT,5
2016-05-09,DAY,6
2016-05-09,EVENING,8
2016-05-09,MIDNIGHT,4
2016-05-10,DAY,7
2016-05-10,EVENING,11
2016-05-10,MIDNIGHT,7
2016-05-11,DAY,1
2016-05-11,EVENING,3
2016-05-11,MIDNIGHT,2
2016-05-12,DAY,6
2016-05-12,EVENING,13
2016-05-12,MIDNIGHT,2
2016-05-13,DAY,7
2016-05-13,EVENING,13
2016-05-13,MIDNIGHT,3
2016-05-14,DAY,4
2016-05-14,EVENING,7
2016-05-14,MIDNIGHT,7
2016-05-15,DAY,5
2016-05-15,EVENING,14
2016-05-15,MIDNIGHT,9
