2016-03-01,11
2016-03-02,15
2016-03-03,18
2016-03-04,12
2016-03-05,12
2016-03-06,14
2016-03-07,20
2016-03-08,26
2016-03-09,20
2016-03-10,16
2016-03-11,9
2016-03-12,11
2016-03-13,15
2016-03-14,13
2016-03-15,13
2016-03-16,13
2016-03-17,20
2016-03-18,22
2016-03-19,8
2016-03-20,13
2016-03-21,15
2016-03-22,16
2016-03-23,17
2016-03-24,11
2016-03-25,28
2016-03-26,16
2016-03-27,14
2016-03-28,19
2016-03-29,14
2016-03-30,24
2016-03-31,12
2016-04-01,21
2016-04-02,19
2016-04-03,17
2016-04-04,23
2016-04-05,13
2016-04-06,17
2016-04-07,18
2016-04-08,17
2016-04-09,25
2016-04-10,11
2016-04-11,13
2016-04-12,23
2016-04-13,20
2016-04-14,15
2016-04-15,27
2016-04-16,27
2016-04-17,21
2016-04-18,24
2016-04-19,20
2016-04-20,17
2016-04-21,20
2016-04-22,27
2016-04-23,15
2016-04-24,14
2016-04-25,19
2016-04-26,15
2016-04-27,19
2016-04-28,26
2016-04-29,17
2016-04-30,15
2016-05-01,17
2016-05-02,12
2016-05-03,28
2016-05-04,13
2016-05-05,17
2016-05-06,25
2016-05-07,17
2016-05-08,14
2016-05-09,18
2016-05-10,25
2016-05-11,6
2016-05-12,21
2016-05-13,23
2016-05-14,18
2016-05-15,28
2016-05-16,21
2016-05-17,21
2016-05-18,17
2016-05-19,21
2016-05-20,13
2016-05-21,27
2016-05-22,21
2016-05-23,20
2016-05-24,19
2016-05-25,16
2016-05-26,10
2016-05-27,20
2016-05-28,17
2016-05-29,11
2016-05-30,24
2016-05-31,20
2016-06-01,15
