REPORT_DAT,PSA
19/12/14 10:35,101
19/12/14 9:45,107
18/12/14 15:45,107
18/12/14 11:49,101
18/12/14 9:35,104
18/12/14 7:45,107
17/12/14 21:39,104
17/12/14 19:15,108
17/12/14 16:50,101
17/12/14 16:30,105
17/12/14 16:00,107
17/12/14 15:37,108
17/12/14 15:30,107
17/12/14 15:10,106
17/12/14 14:53,103
17/12/14 14:42,106
17/12/14 14:30,102
17/12/14 13:34,107
17/12/14 10:22,108
17/12/14 10:02,105
17/12/14 9:21,104
16/12/14 23:31,108
16/12/14 20:32,103
16/12/14 19:00,103
16/12/14 16:45,107
16/12/14 15:43,108
16/12/14 15:13,103
16/12/14 15:01,108
16/12/14 10:30,102
16/12/14 8:55,105
15/12/14 22:08,105
15/12/14 21:31,101
15/12/14 21:18,107
15/12/14 18:56,101
15/12/14 15:25,102
15/12/14 14:49,102
15/12/14 13:45,106
15/12/14 13:09,104
15/12/14 13:00,101
15/12/14 12:49,103
15/12/14 12:00,101
15/12/14 10:23,101
14/12/14 21:45,103
14/12/14 21:28,102
14/12/14 17:16,105
14/12/14 14:50,102
14/12/14 14:40,108
14/12/14 14:06,107
14/12/14 13:24,108
14/12/14 12:57,106
13/12/14 20:40,104
13/12/14 19:33,105
13/12/14 14:39,101
13/12/14 13:00,107
13/12/14 12:30,108
12/12/14 23:30,101
12/12/14 21:38,101
12/12/14 20:55,108
12/12/14 17:48,108
12/12/14 14:09,101
12/12/14 12:55,108
12/12/14 12:22,105
12/12/14 11:09,104
12/12/14 10:51,102
12/12/14 10:12,101
12/12/14 9:40,106
12/12/14 7:18,102
12/12/14 6:10,104
12/12/14 5:40,105
11/12/14 23:31,104
11/12/14 22:18,108
11/12/14 21:40,104
11/12/14 19:17,101
11/12/14 19:00,107
11/12/14 18:57,101
11/12/14 15:55,104
11/12/14 14:04,103
11/12/14 10:43,102
11/12/14 10:41,104
11/12/14 7:54,108
11/12/14 7:50,102
10/12/14 18:33,108
10/12/14 18:07,108
10/12/14 16:40,104
10/12/14 14:00,107
10/12/14 13:06,101
10/12/14 10:12,107
9/12/14 23:02,102
9/12/14 14:59,105
9/12/14 14:43,106
9/12/14 10:15,107
8/12/14 22:00,104
8/12/14 20:58,108
8/12/14 19:20,101
8/12/14 18:42,107
8/12/14 18:20,104
8/12/14 15:57,103
8/12/14 9:51,104
8/12/14 8:50,106
8/12/14 7:35,102
7/12/14 22:00,102
7/12/14 18:17,102
7/12/14 17:33,102
7/12/14 16:59,102
7/12/14 16:53,101
7/12/14 14:30,105
7/12/14 12:32,104
7/12/14 3:02,104
7/12/14 0:46,101
6/12/14 21:00,101
6/12/14 17:30,102
6/12/14 17:06,102
6/12/14 16:24,101
6/12/14 16:03,104
6/12/14 13:13,107
6/12/14 9:55,104
6/12/14 0:53,102
6/12/14 0:50,102
5/12/14 20:23,104
5/12/14 19:50,106
5/12/14 18:55,107
5/12/14 18:10,107
5/12/14 15:47,103
5/12/14 14:25,101
5/12/14 14:10,101
5/12/14 13:00,102
5/12/14 12:52,101
5/12/14 12:10,104
5/12/14 11:57,103
5/12/14 11:45,105
5/12/14 10:40,103
5/12/14 4:00,102
4/12/14 22:20,101
4/12/14 21:06,104
4/12/14 21:01,104
4/12/14 20:00,101
4/12/14 19:32,107
4/12/14 19:10,102
4/12/14 18:54,102
4/12/14 13:30,107
4/12/14 11:05,103
4/12/14 8:49,101
4/12/14 8:30,107
3/12/14 21:29,107
3/12/14 20:05,104
3/12/14 14:32,108
3/12/14 12:55,108
3/12/14 12:30,107
3/12/14 12:07,108
3/12/14 11:57,105
3/12/14 10:10,104
3/12/14 8:00,102
3/12/14 0:26,106
2/12/14 21:00,107
2/12/14 20:49,107
2/12/14 15:40,104
2/12/14 15:30,102
1/12/14 22:12,102
1/12/14 21:30,101
1/12/14 21:00,107
1/12/14 20:41,102
1/12/14 20:33,108
1/12/14 20:09,105
1/12/14 15:24,104
1/12/14 15:18,104
1/12/14 15:16,101
1/12/14 14:39,101
1/12/14 13:58,101
1/12/14 13:23,101
1/12/14 11:36,107
1/12/14 11:30,101
1/12/14 9:41,102
1/12/14 9:19,104
30/11/14 23:00,102
30/11/14 21:35,106
30/11/14 19:20,106
30/11/14 11:03,103
30/11/14 3:00,107
30/11/14 1:51,102
29/11/14 21:30,102
29/11/14 20:01,104
29/11/14 19:00,102
29/11/14 18:37,107
29/11/14 14:02,107
29/11/14 13:54,107
29/11/14 13:09,102
29/11/14 12:57,101
29/11/14 6:00,102
28/11/14 22:13,107
28/11/14 15:30,101
28/11/14 14:38,107
28/11/14 13:30,102
28/11/14 13:02,107
26/11/14 19:35,102
26/11/14 13:53,104
26/11/14 13:05,103
26/11/14 11:45,106
26/11/14 11:15,103
25/11/14 20:00,107
25/11/14 19:53,107
25/11/14 17:20,103
25/11/14 16:30,102
25/11/14 13:33,104
25/11/14 12:09,102
25/11/14 7:01,103
25/11/14 6:10,101
24/11/14 22:25,102
24/11/14 21:19,108
24/11/14 20:00,101
24/11/14 19:45,102
24/11/14 19:44,105
24/11/14 17:45,104
24/11/14 16:35,107
24/11/14 15:45,102
24/11/14 13:20,107
24/11/14 12:37,101
24/11/14 11:21,104
24/11/14 10:19,108
24/11/14 9:00,104
23/11/14 22:53,108
23/11/14 16:00,102
23/11/14 15:42,102
22/11/14 20:11,101
22/11/14 19:48,101
22/11/14 19:40,103
22/11/14 17:13,104
22/11/14 14:45,107
22/11/14 13:41,102
22/11/14 12:28,103
22/11/14 11:14,107
22/11/14 5:54,106
21/11/14 21:00,101
21/11/14 19:43,101
21/11/14 18:00,101
21/11/14 17:50,102
21/11/14 16:14,101
21/11/14 13:47,102
21/11/14 12:30,103
21/11/14 11:20,106
21/11/14 10:28,102
21/11/14 9:04,108
20/11/14 23:31,104
20/11/14 22:28,101
20/11/14 22:10,101
20/11/14 21:30,102
20/11/14 20:00,106
20/11/14 19:00,105
20/11/14 18:53,101
20/11/14 18:00,102
20/11/14 17:30,105
20/11/14 10:54,104
20/11/14 9:59,101
20/11/14 9:57,103
19/11/14 20:49,108
19/11/14 17:48,101
19/11/14 13:50,107
19/11/14 9:59,105
19/11/14 9:53,102
18/11/14 20:01,101
18/11/14 19:58,107
18/11/14 19:00,106
18/11/14 16:51,103
18/11/14 13:30,101
18/11/14 13:00,102
18/11/14 10:39,105
18/11/14 6:20,102
17/11/14 17:56,101
17/11/14 16:00,102
17/11/14 12:58,102
17/11/14 11:35,102
17/11/14 7:25,107
17/11/14 1:35,105
17/11/14 1:25,102
16/11/14 22:00,105
16/11/14 21:17,101
16/11/14 20:15,102
16/11/14 19:58,105
16/11/14 12:30,105
16/11/14 11:15,106
15/11/14 22:26,102
15/11/14 19:38,101
15/11/14 19:16,102
15/11/14 17:28,108
15/11/14 14:15,107
15/11/14 13:21,107
15/11/14 1:30,103
14/11/14 20:55,103
14/11/14 20:45,107
14/11/14 17:30,103
14/11/14 16:00,106
14/11/14 15:57,101
14/11/14 12:00,107
14/11/14 11:31,102
14/11/14 11:00,106
14/11/14 10:51,107
14/11/14 7:50,104
13/11/14 13:12,106
13/11/14 11:36,102
13/11/14 9:35,102
13/11/14 9:29,102
13/11/14 7:35,102
12/11/14 21:59,102
12/11/14 19:30,104
12/11/14 16:35,103
12/11/14 16:08,105
12/11/14 15:38,107
12/11/14 15:19,106
12/11/14 13:37,104
12/11/14 12:52,102
12/11/14 12:09,102
12/11/14 9:16,105
12/11/14 7:09,101
11/11/14 21:47,102
11/11/14 18:06,107
11/11/14 17:46,108
11/11/14 15:52,103
11/11/14 15:13,103
11/11/14 11:58,107
11/11/14 10:08,104
10/11/14 22:50,102
10/11/14 21:09,102
10/11/14 20:56,104
10/11/14 20:41,102
10/11/14 18:23,102
10/11/14 18:15,108
10/11/14 18:08,101
10/11/14 17:30,104
10/11/14 17:30,102
10/11/14 15:30,101
10/11/14 14:59,102
10/11/14 13:46,106
10/11/14 13:00,102
10/11/14 11:02,108
9/11/14 23:58,105
9/11/14 19:13,107
9/11/14 19:00,102
9/11/14 18:50,101
9/11/14 15:36,108
9/11/14 14:36,102
8/11/14 19:38,105
8/11/14 19:28,101
8/11/14 14:57,101
8/11/14 12:51,103
8/11/14 12:24,101
8/11/14 12:00,105
7/11/14 20:11,101
7/11/14 17:40,107
7/11/14 15:43,101
7/11/14 14:43,107
7/11/14 12:01,101
7/11/14 11:59,105
7/11/14 11:51,103
7/11/14 1:30,107
6/11/14 21:30,105
6/11/14 21:10,104
6/11/14 18:30,101
6/11/14 16:54,107
6/11/14 16:25,102
6/11/14 14:25,101
6/11/14 11:28,105
6/11/14 9:25,108
6/11/14 0:45,102
5/11/14 18:09,102
5/11/14 17:47,107
5/11/14 15:48,105
5/11/14 15:44,101
5/11/14 15:00,108
5/11/14 13:13,103
5/11/14 10:47,106
4/11/14 22:41,104
4/11/14 20:52,102
4/11/14 19:48,107
4/11/14 19:12,108
4/11/14 17:25,103
4/11/14 16:32,105
4/11/14 15:43,102
4/11/14 13:59,105
4/11/14 10:26,106
4/11/14 7:00,108
4/11/14 5:23,102
3/11/14 20:46,105
3/11/14 19:00,102
3/11/14 17:30,102
3/11/14 11:40,103
2/11/14 18:30,101
2/11/14 17:10,107
2/11/14 13:37,107
2/11/14 11:57,101
2/11/14 1:00,102
1/11/14 20:20,101
1/11/14 17:45,107
1/11/14 16:32,103
1/11/14 15:43,102
1/11/14 13:16,104
1/11/14 12:45,106
31/10/14 22:10,106
31/10/14 19:30,106
31/10/14 16:42,101
31/10/14 15:55,101
31/10/14 15:07,102
31/10/14 8:59,101
30/10/14 20:41,102
30/10/14 19:30,104
30/10/14 17:06,101
30/10/14 15:50,107
30/10/14 15:39,102
30/10/14 15:30,107
30/10/14 15:05,108
30/10/14 13:36,108
30/10/14 13:22,102
30/10/14 11:00,101
30/10/14 10:03,104
30/10/14 0:12,107
29/10/14 18:05,101
29/10/14 15:53,105
29/10/14 14:45,101
29/10/14 14:17,102
29/10/14 13:52,107
28/10/14 20:56,107
28/10/14 19:17,107
28/10/14 19:08,105
28/10/14 18:36,101
28/10/14 15:39,105
28/10/14 14:59,103
28/10/14 13:00,108
28/10/14 12:41,104
28/10/14 12:10,101
28/10/14 11:45,103
28/10/14 10:23,104
28/10/14 10:17,104
28/10/14 6:18,105
28/10/14 1:26,101
27/10/14 22:30,102
27/10/14 21:45,104
27/10/14 19:30,105
27/10/14 19:26,104
27/10/14 16:23,101
27/10/14 16:04,104
27/10/14 13:48,103
27/10/14 13:44,101
27/10/14 13:20,104
27/10/14 10:46,101
26/10/14 23:20,102
26/10/14 19:56,104
26/10/14 19:40,105
26/10/14 17:05,102
26/10/14 17:03,101
26/10/14 16:43,101
26/10/14 14:42,103
26/10/14 11:57,102
26/10/14 11:56,104
26/10/14 10:29,108
26/10/14 0:50,104
25/10/14 20:26,101
25/10/14 19:20,105
25/10/14 19:07,102
25/10/14 18:15,107
25/10/14 17:20,108
25/10/14 15:30,102
25/10/14 14:00,108
25/10/14 13:10,101
25/10/14 11:00,107
24/10/14 23:21,105
24/10/14 22:10,108
24/10/14 21:40,104
24/10/14 21:17,103
24/10/14 19:03,102
24/10/14 18:17,102
24/10/14 16:30,107
24/10/14 14:10,104
24/10/14 12:40,101
24/10/14 12:25,101
24/10/14 11:14,106
24/10/14 10:47,102
23/10/14 20:58,108
23/10/14 17:00,105
23/10/14 17:00,102
23/10/14 15:43,102
23/10/14 15:12,101
23/10/14 15:00,108
23/10/14 14:59,108
23/10/14 13:31,104
23/10/14 0:01,103
22/10/14 21:52,103
22/10/14 20:27,104
22/10/14 18:40,105
22/10/14 16:33,107
22/10/14 14:53,102
22/10/14 13:32,103
22/10/14 13:18,106
22/10/14 13:15,104
22/10/14 11:49,108
21/10/14 22:14,106
21/10/14 19:29,101
21/10/14 14:26,108
21/10/14 12:11,103
21/10/14 10:00,107
20/10/14 18:02,104
20/10/14 16:25,101
20/10/14 16:18,107
20/10/14 14:29,104
20/10/14 8:57,102
20/10/14 8:38,101
19/10/14 21:51,104
19/10/14 13:21,107
19/10/14 1:30,102
19/10/14 0:45,107
18/10/14 23:36,101
18/10/14 21:18,107
18/10/14 20:15,101
18/10/14 15:00,108
18/10/14 13:03,102
18/10/14 8:13,102
18/10/14 3:01,101
18/10/14 2:04,101
17/10/14 21:05,101
17/10/14 20:15,104
17/10/14 20:12,108
17/10/14 19:39,102
17/10/14 18:03,104
17/10/14 17:19,107
17/10/14 16:35,101
17/10/14 16:34,104
17/10/14 16:22,101
17/10/14 15:25,108
17/10/14 13:42,108
17/10/14 13:00,108
17/10/14 12:38,101
17/10/14 12:30,103
17/10/14 11:29,101
17/10/14 9:40,105
17/10/14 7:46,107
17/10/14 7:34,104
17/10/14 5:58,104
17/10/14 3:30,103
16/10/14 21:14,102
16/10/14 20:44,105
16/10/14 18:30,108
16/10/14 18:27,104
16/10/14 15:00,101
16/10/14 14:03,104
16/10/14 14:00,104
16/10/14 13:26,102
16/10/14 11:27,107
16/10/14 11:20,106
16/10/14 10:38,104
16/10/14 0:45,105
15/10/14 22:50,107
15/10/14 15:20,106
15/10/14 9:53,106
15/10/14 9:01,101
15/10/14 8:02,104
15/10/14 0:33,102
14/10/14 16:45,105
14/10/14 11:11,107
13/10/14 22:52,104
13/10/14 20:35,101
13/10/14 18:31,101
13/10/14 18:00,103
13/10/14 17:20,105
13/10/14 17:00,104
13/10/14 11:00,102
12/10/14 17:20,104
12/10/14 16:15,103
12/10/14 15:59,106
12/10/14 13:21,107
11/10/14 20:39,102
11/10/14 16:00,102
11/10/14 15:55,101
11/10/14 9:00,103
11/10/14 7:40,108
10/10/14 22:16,105
10/10/14 16:00,107
10/10/14 13:00,101
10/10/14 9:02,102
9/10/14 21:00,105
9/10/14 18:39,101
9/10/14 18:25,103
9/10/14 17:14,107
9/10/14 15:06,104
9/10/14 14:28,107
9/10/14 13:43,102
9/10/14 13:30,101
9/10/14 13:29,103
9/10/14 13:13,104
9/10/14 10:34,101
9/10/14 1:18,101
8/10/14 23:15,103
8/10/14 21:32,102
8/10/14 21:10,105
8/10/14 19:31,102
8/10/14 19:27,104
8/10/14 18:06,106
8/10/14 17:43,105
8/10/14 16:54,108
8/10/14 16:15,103
8/10/14 12:57,103
8/10/14 12:53,102
8/10/14 12:52,103
8/10/14 11:49,102
8/10/14 8:20,107
7/10/14 18:45,102
7/10/14 18:04,101
7/10/14 15:30,101
7/10/14 15:00,102
7/10/14 11:48,104
7/10/14 4:30,103
7/10/14 1:40,102
6/10/14 19:07,103
6/10/14 18:00,104
6/10/14 15:16,102
6/10/14 14:15,101
6/10/14 13:25,101
6/10/14 12:44,101
6/10/14 11:04,102
6/10/14 9:42,104
6/10/14 9:40,104
6/10/14 9:30,103
6/10/14 8:38,108
6/10/14 0:15,104
5/10/14 19:50,106
5/10/14 18:30,106
5/10/14 16:19,103
5/10/14 15:30,104
5/10/14 15:14,107
5/10/14 12:00,104
5/10/14 0:54,101
4/10/14 17:00,101
4/10/14 16:52,104
4/10/14 16:00,101
4/10/14 10:00,107
4/10/14 10:00,104
4/10/14 4:40,104
4/10/14 1:43,102
3/10/14 16:34,107
3/10/14 14:32,104
3/10/14 12:45,102
3/10/14 10:29,104
3/10/14 9:00,107
3/10/14 0:44,102
2/10/14 21:10,104
2/10/14 20:35,101
2/10/14 20:28,104
2/10/14 19:45,104
2/10/14 19:26,105
2/10/14 15:34,107
2/10/14 13:42,102
1/10/14 22:21,107
1/10/14 19:52,104
1/10/14 17:32,102
1/10/14 14:00,102
1/10/14 13:03,101
1/10/14 11:45,101
1/10/14 11:37,103
1/10/14 10:00,103
1/10/14 9:29,108
30/9/14 21:00,101
30/9/14 18:55,103
30/9/14 16:07,108
30/9/14 12:00,104
30/9/14 11:00,103
30/9/14 10:02,108
30/9/14 3:00,104
29/9/14 23:00,104
29/9/14 22:00,102
29/9/14 20:00,108
29/9/14 16:10,104
29/9/14 15:50,101
29/9/14 8:40,108
29/9/14 3:32,103
28/9/14 21:52,104
28/9/14 17:54,101
28/9/14 17:30,102
28/9/14 15:36,107
28/9/14 10:32,102
28/9/14 8:30,102
28/9/14 2:41,102
27/9/14 20:30,106
27/9/14 16:56,102
27/9/14 15:58,102
27/9/14 13:40,108
27/9/14 12:15,107
27/9/14 8:14,107
27/9/14 1:00,104
26/9/14 23:45,103
26/9/14 21:30,107
26/9/14 20:22,102
26/9/14 19:22,104
26/9/14 18:00,106
26/9/14 17:52,107
26/9/14 16:56,103
26/9/14 14:53,101
26/9/14 14:15,103
26/9/14 13:03,101
26/9/14 12:10,103
26/9/14 10:33,103
26/9/14 10:25,102
25/9/14 21:30,106
25/9/14 21:00,108
25/9/14 20:39,101
25/9/14 18:26,106
25/9/14 12:12,101
25/9/14 8:00,107
24/9/14 22:28,104
24/9/14 21:15,104
24/9/14 20:25,107
24/9/14 20:00,107
24/9/14 19:54,102
24/9/14 19:20,106
24/9/14 19:16,103
24/9/14 19:05,107
24/9/14 18:40,104
24/9/14 18:40,101
24/9/14 18:00,105
24/9/14 17:07,104
24/9/14 17:00,105
24/9/14 16:52,107
24/9/14 16:10,101
24/9/14 16:00,108
24/9/14 14:58,106
24/9/14 14:10,102
24/9/14 12:00,102
24/9/14 10:30,107
24/9/14 8:00,108
23/9/14 23:28,106
23/9/14 23:15,102
23/9/14 22:18,105
23/9/14 20:35,102
23/9/14 20:25,101
23/9/14 18:24,101
23/9/14 16:38,106
23/9/14 16:37,102
23/9/14 16:10,106
23/9/14 16:00,101
23/9/14 15:00,106
23/9/14 10:47,102
23/9/14 10:42,101
23/9/14 2:50,103
22/9/14 20:00,103
22/9/14 19:20,104
22/9/14 19:17,107
22/9/14 19:10,104
22/9/14 17:40,104
22/9/14 17:38,104
22/9/14 16:52,102
22/9/14 16:20,104
22/9/14 16:04,103
22/9/14 15:53,107
22/9/14 13:42,104
22/9/14 13:35,104
22/9/14 12:35,104
22/9/14 12:07,107
22/9/14 10:13,106
22/9/14 0:26,107
21/9/14 20:54,102
21/9/14 20:18,105
21/9/14 19:52,102
21/9/14 19:29,101
21/9/14 18:15,104
21/9/14 17:29,108
21/9/14 16:58,102
21/9/14 11:35,104
21/9/14 10:58,108
21/9/14 9:38,104
20/9/14 23:00,104
20/9/14 19:15,107
20/9/14 19:09,107
20/9/14 19:04,102
20/9/14 18:53,104
20/9/14 18:42,108
20/9/14 16:58,108
20/9/14 12:49,104
20/9/14 11:32,104
20/9/14 10:51,103
20/9/14 9:03,107
20/9/14 2:30,104
20/9/14 1:20,102
20/9/14 0:10,107
19/9/14 20:00,103
19/9/14 19:59,101
19/9/14 19:50,107
19/9/14 19:11,105
19/9/14 19:10,102
19/9/14 17:39,103
19/9/14 17:08,101
19/9/14 14:30,101
19/9/14 13:45,104
19/9/14 13:29,102
19/9/14 13:23,105
19/9/14 12:34,108
19/9/14 12:32,103
19/9/14 11:05,104
19/9/14 10:26,103
19/9/14 10:12,102
19/9/14 9:36,102
19/9/14 9:00,102
18/9/14 15:01,102
18/9/14 13:50,108
18/9/14 12:52,102
18/9/14 11:05,101
18/9/14 9:54,104
18/9/14 5:21,101
18/9/14 2:50,102
17/9/14 19:49,106
17/9/14 19:24,104
17/9/14 18:50,101
17/9/14 18:42,101
17/9/14 16:30,102
17/9/14 16:25,104
17/9/14 15:20,103
17/9/14 12:09,108
16/9/14 22:45,101
16/9/14 21:16,105
16/9/14 21:00,106
16/9/14 20:30,101
16/9/14 19:14,102
16/9/14 19:00,102
16/9/14 17:09,107
16/9/14 16:00,107
16/9/14 15:44,107
16/9/14 15:14,107
16/9/14 15:10,104
16/9/14 12:02,106
16/9/14 11:30,101
16/9/14 11:19,101
15/9/14 19:38,103
15/9/14 16:17,107
15/9/14 14:50,101
15/9/14 7:10,101
14/9/14 17:54,107
14/9/14 14:26,108
14/9/14 13:03,107
14/9/14 12:13,105
14/9/14 10:33,108
14/9/14 0:40,102
14/9/14 0:00,107
13/9/14 21:02,102
13/9/14 18:17,101
13/9/14 9:00,108
12/9/14 23:20,107
12/9/14 22:15,103
12/9/14 20:45,108
12/9/14 16:20,107
12/9/14 15:41,104
12/9/14 15:13,106
12/9/14 13:00,106
12/9/14 10:30,107
12/9/14 9:18,107
11/9/14 21:50,103
11/9/14 14:13,108
11/9/14 13:53,102
11/9/14 8:47,104
10/9/14 23:28,107
10/9/14 23:03,104
10/9/14 20:12,102
10/9/14 20:00,106
10/9/14 19:36,102
10/9/14 19:00,106
10/9/14 17:16,107
10/9/14 17:11,104
10/9/14 13:45,101
10/9/14 12:44,101
10/9/14 11:30,104
10/9/14 9:19,107
10/9/14 6:13,105
9/9/14 22:55,108
9/9/14 19:00,105
9/9/14 18:17,104
9/9/14 17:46,108
9/9/14 16:00,108
9/9/14 14:53,103
9/9/14 13:33,104
9/9/14 11:51,102
9/9/14 9:00,105
9/9/14 7:30,108
8/9/14 22:42,104
8/9/14 20:52,108
8/9/14 20:28,105
8/9/14 20:18,106
8/9/14 19:15,102
8/9/14 14:44,107
8/9/14 10:57,107
7/9/14 18:56,108
7/9/14 18:46,108
7/9/14 18:25,107
7/9/14 17:03,103
7/9/14 16:16,102
7/9/14 12:07,105
7/9/14 8:52,108
6/9/14 20:49,108
6/9/14 14:30,101
6/9/14 14:00,108
6/9/14 13:56,103
6/9/14 13:42,105
6/9/14 12:48,107
6/9/14 10:20,104
5/9/14 22:38,105
5/9/14 17:05,107
5/9/14 15:58,107
5/9/14 14:45,107
5/9/14 14:30,108
5/9/14 11:55,102
5/9/14 10:15,102
4/9/14 23:15,102
4/9/14 21:33,106
4/9/14 20:55,108
4/9/14 13:52,108
4/9/14 11:53,101
4/9/14 11:40,102
4/9/14 10:00,107
4/9/14 7:01,104
3/9/14 23:15,101
3/9/14 18:50,103
3/9/14 15:16,108
3/9/14 14:57,106
3/9/14 14:50,106
3/9/14 14:38,103
3/9/14 13:30,101
3/9/14 13:00,101
3/9/14 12:02,102
3/9/14 11:52,105
3/9/14 11:31,106
2/9/14 17:05,107
2/9/14 14:18,102
2/9/14 11:41,106
2/9/14 11:36,107
2/9/14 10:41,108
2/9/14 7:05,107
1/9/14 20:20,107
1/9/14 20:16,104
1/9/14 18:00,101
1/9/14 15:41,104
1/9/14 14:25,103
1/9/14 10:00,103
1/9/14 6:08,108
1/9/14 2:17,105
31/8/14 19:50,102
31/8/14 16:04,108
31/8/14 15:40,105
31/8/14 11:21,104
31/8/14 9:36,108
31/8/14 9:04,107
31/8/14 2:15,102
30/8/14 23:51,102
30/8/14 22:35,106
30/8/14 20:45,104
30/8/14 20:00,107
30/8/14 19:00,106
30/8/14 18:51,101
30/8/14 17:22,104
30/8/14 16:47,102
30/8/14 14:42,105
30/8/14 14:10,104
30/8/14 13:00,101
30/8/14 1:17,106
29/8/14 22:13,101
29/8/14 21:50,101
29/8/14 20:45,106
29/8/14 18:27,104
29/8/14 16:30,104
29/8/14 14:34,107
29/8/14 12:46,101
28/8/14 23:26,103
28/8/14 22:00,104
28/8/14 21:16,107
28/8/14 20:45,107
28/8/14 19:39,102
28/8/14 18:54,107
28/8/14 18:00,103
28/8/14 14:15,108
28/8/14 13:47,101
28/8/14 12:45,101
28/8/14 10:02,103
27/8/14 21:30,104
27/8/14 19:46,104
27/8/14 19:30,105
27/8/14 19:01,104
27/8/14 19:01,108
27/8/14 18:40,101
27/8/14 18:19,102
27/8/14 15:00,101
27/8/14 11:23,107
27/8/14 11:08,106
27/8/14 10:00,107
26/8/14 23:35,104
26/8/14 22:45,104
26/8/14 19:48,104
26/8/14 19:15,103
26/8/14 17:02,101
26/8/14 15:59,101
26/8/14 13:00,103
26/8/14 11:42,108
26/8/14 11:00,103
26/8/14 10:02,104
26/8/14 4:00,102
25/8/14 17:26,101
25/8/14 16:50,101
25/8/14 16:18,104
25/8/14 16:02,105
25/8/14 14:20,108
25/8/14 14:11,107
25/8/14 11:26,107
25/8/14 10:15,103
25/8/14 7:53,102
24/8/14 22:26,102
24/8/14 19:52,106
24/8/14 19:00,101
24/8/14 15:43,105
24/8/14 12:09,103
23/8/14 17:30,104
23/8/14 15:54,105
23/8/14 2:45,107
22/8/14 18:24,106
22/8/14 17:41,107
22/8/14 14:48,104
22/8/14 14:08,103
22/8/14 13:38,101
22/8/14 13:30,106
22/8/14 11:36,104
22/8/14 11:10,107
22/8/14 11:05,101
21/8/14 22:11,104
21/8/14 20:45,102
21/8/14 19:43,101
21/8/14 18:15,101
21/8/14 17:30,102
21/8/14 17:00,103
21/8/14 16:29,107
21/8/14 11:59,101
21/8/14 11:15,101
21/8/14 10:25,103
21/8/14 10:00,106
21/8/14 9:55,108
21/8/14 9:39,105
20/8/14 22:53,107
20/8/14 21:49,103
20/8/14 17:30,103
20/8/14 15:44,103
20/8/14 15:30,107
20/8/14 14:01,101
20/8/14 11:28,102
20/8/14 7:16,104
19/8/14 23:20,108
19/8/14 20:23,107
19/8/14 20:21,108
19/8/14 13:04,105
19/8/14 12:00,102
19/8/14 12:00,108
19/8/14 10:50,107
19/8/14 10:23,107
19/8/14 9:57,104
19/8/14 9:51,103
19/8/14 0:50,102
18/8/14 23:10,104
18/8/14 22:28,108
18/8/14 22:26,107
18/8/14 22:15,104
18/8/14 22:09,107
18/8/14 18:58,102
18/8/14 18:30,107
18/8/14 17:37,101
18/8/14 10:49,102
18/8/14 10:13,108
18/8/14 8:55,102
18/8/14 7:34,102
17/8/14 20:35,107
17/8/14 20:05,102
17/8/14 15:50,107
16/8/14 21:07,107
16/8/14 21:00,104
16/8/14 17:35,101
16/8/14 14:00,108
16/8/14 11:30,107
16/8/14 10:42,101
16/8/14 9:59,103
15/8/14 21:54,105
15/8/14 20:00,107
15/8/14 17:30,101
15/8/14 16:30,106
15/8/14 15:58,102
15/8/14 15:48,107
15/8/14 15:10,107
15/8/14 13:56,107
15/8/14 11:30,102
15/8/14 9:59,106
14/8/14 21:35,108
14/8/14 20:20,107
14/8/14 16:33,101
14/8/14 13:51,104
14/8/14 13:24,105
14/8/14 11:29,101
14/8/14 11:12,101
14/8/14 10:00,102
14/8/14 9:15,104
13/8/14 23:28,103
13/8/14 22:59,108
13/8/14 22:00,102
13/8/14 20:30,107
13/8/14 20:23,102
13/8/14 17:15,104
13/8/14 17:00,101
13/8/14 16:00,105
13/8/14 15:50,101
13/8/14 11:10,103
13/8/14 11:00,103
13/8/14 8:30,104
12/8/14 23:31,102
12/8/14 19:00,106
12/8/14 18:31,105
12/8/14 17:58,101
12/8/14 17:34,101
12/8/14 17:34,101
12/8/14 16:00,104
12/8/14 15:45,103
12/8/14 15:21,106
12/8/14 14:52,105
12/8/14 0:15,107
11/8/14 23:52,101
11/8/14 18:30,104
11/8/14 17:45,104
11/8/14 17:41,102
11/8/14 16:41,104
11/8/14 15:59,104
11/8/14 15:49,101
11/8/14 15:00,102
11/8/14 14:31,107
11/8/14 13:56,101
11/8/14 13:00,104
11/8/14 9:42,102
10/8/14 22:53,104
10/8/14 22:25,102
10/8/14 22:20,105
10/8/14 18:30,104
10/8/14 17:46,101
10/8/14 14:56,107
9/8/14 18:10,101
9/8/14 13:15,102
9/8/14 7:00,102
8/8/14 23:40,102
8/8/14 23:00,108
8/8/14 22:15,107
8/8/14 21:00,106
8/8/14 20:36,108
8/8/14 16:13,104
8/8/14 14:13,101
8/8/14 13:12,107
8/8/14 13:03,107
8/8/14 12:24,107
8/8/14 12:21,101
8/8/14 11:10,104
8/8/14 10:08,103
8/8/14 9:38,101
8/8/14 9:36,102
8/8/14 8:01,103
7/8/14 21:05,106
7/8/14 20:59,101
7/8/14 20:45,101
7/8/14 18:44,103
7/8/14 18:01,103
7/8/14 14:04,107
7/8/14 14:00,107
7/8/14 13:27,103
7/8/14 13:12,102
7/8/14 11:00,104
7/8/14 9:40,103
