REPORT_DAT,PSA,WARD,NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
1434420,103,6,8,4702, 1,16077852,399078,136928,1430400,1432800
1431900,101,2,0,6202, 129,16077224,397390,135643,1284360,1287660
1431840,104,6,25,8410, 82,16077829,400790,137051,1426500,1427100
1431780,102,6,8,4702, 1,16077681,398413,137185,1177200,1409100
1429800,105,6,9,11000, 127,16077816,398604,133801,1409400,1428300
1428360,106,6,27,7200, 131,16077808,400436,134449,1426680,1426860
1417320,106,6,26,7100, 91,16077715,401147,134664,1413900,1414500
1415220,107,6,26,6500, 130,16077706,399694,135009,1267200,1418400
1412520,104,6,25,8302, 84,16400945,400233,136784,824400,842400
1404840,108,6,26,6900, 91,16077658,401418,135070,1396620,1401540
1389180,103,6,8,4702, 1,16077617,399119,137184,1385400,1388160
1387680,102,2,8,5800, 143,16077612,398357,136664,1375800,1386000
1375080,103,6,8,4702, 1,16077374,398596,136988,1355940,1356000
1374900,102,2,8,5900, 143,16077577,398508,136963,1371600,1374900
1372680,101,2,8,10100, 129,16077491,397329,137320,1359000,1366200
1370820,102,2,8,5800, 143,16077481,398358,136942,1366800,1367100
1369200,105,6,9,10200, 142,16077463,398065,134426,1367580,1367700
1368840,105,6,9,10500, 128,16077469,398891,134661,1362600,1368840
1367160,101,2,0,6202, 129,16077456,398009,136194,1327800,1360920
1363500,102,2,8,5800, 129,16077420,397919,136402,1195200,1204200
1362840,106,6,27,7200, 131,16077395,399489,134459,1348200,1357200
1362540,104,6,25,10600, 83,16076029,399887,137425,308160,1176840
1359720,106,6,9,6400, 127,16077361,399211,133853,1346400,1354800
1357980,106,6,9,6400, 127,16077348,399211,133853,1354740,1356420
1356960,102,2,8,5800, 129,16077323,397919,136402,1330200,1342800
1355460,108,6,26,6802, 87,16077340,401480,135279,1097400,1268100
1353900,102,2,8,5800, 129,16077304,397919,136402,1330200,1337100
1344540,102,6,8,4702, 18,16077260,398186,137185,1341000,
1341900,104,6,25,10600, 83,16077240,400384,137319,1335600,1339200
1341000,103,6,8,5900, 1,16077238,398998,136737,1263600,1321200
1306680,102,2,8,5800, 129,16077086,398010,136809,1304520,1306380
1303980,105,6,9,6400, 127,16077028,399043,134090,1289580,1289640
1298280,104,6,25,8402, 82,16076961,400489,136927,1283700,1284000
1292100,104,6,25,10600, 83,16076994,400437,137267,1289460,1289700
1287360,108,6,26,6900, 91,16076958,401257,135070,1281600,1284300
1286940,102,2,8,5800, 129,16076894,398099,136943,1267200,1267800
1285200,102,2,0,6202, 129,16076947,398009,136194,1947600,1951200
1283940,104,6,25,8302, 84,16076935,400233,136474,1247400,1269000
1281420,105,6,9,10200, 142,16076897,397394,135525,1278000,1280400
1279440,102,6,8,4702, 1,16076887,398532,137052,1263600,1274400
1276440,106,6,26,7000, 90,16076846,400331,134740,1240200,1273200
1272660,104,6,25,8301, 84,16076818,400134,136653,1269000,1270320
1268640,104,6,25,8402, 82,16076735,400637,136696,1261200,1261500
1266120,101,2,8,5800, 129,16076751,397226,136542,1171800,1174200
1252800,101,2,8,5800, 129,16076663,397700,136611,1249200,1251000
1230060,102,2,8,5800, 129,16076554,398098,137070,1226400,1226700
1224600,104,6,25,10600, 83,16076517,400088,137319,1219200,1219440
1210260,105,6,9,7200, 128,16076380,399210.55,134299.54,1207680,1208880
1196160,104,6,25,10600, 83,16076217,399692,136918,1177200,1180800
1195620,108,6,26,8002, 86,16076205,401172,135898,1155600,1188000
1193820,103,6,0,6202, 130,16076198,399272,136594,1189980,1191420
1187580,103,6,8,5900, 1,16076034,399111,136474,1167240,1185180
1181280,101,2,8,5800, 129,16076075,397654,136801,1178820,1179000
1176960,102,2,8,5900, 143,16400933,398508,136963,381600,382500
1174620,107,6,26,6600, 89,16400939,400233,135648,558300,648600
1173300,101,2,8,5800, 129,16075982,397497,136718,1170060,1173300
1171740,104,6,25,8302, 84,16400968,400233,136541,743400,747000
1164900,107,6,26,7000, 90,16400936,400488,134987,770400,771300
1164300,106,6,9,6400, 127,16400966,399211,133853,1068000,1075200
1163700,101,2,8,10100, 129,16075909,397497.21,137185.88,1124100,1130400
1162260,108,6,26,6801, 87,16400934,401897,135647,2028600,2034000
1161240,101,2,8,5800, 129,16075887,397228,136778,1156500,1157100
1159860,102,2,8,5900, 143,16075894,398508,136963,1159140,1159800
1137120,104,6,25,8402, 82,16075798,400637,136696,1132500,1132740
1129500,106,6,27,7200, 131,16075714,399952,134206,1116900,1121640
1122900,106,6,27,7200, 131,16075718,399952,134206,1110600,1114200
1122120,103,6,8,5900, 1,16075599,398879,136475,1104360,1122120
1121940,102,2,8,5800, 129,16075694,398185,136610,1116000,1120800
1115880,103,6,8,4702, 1,16075670,398640,137185,1104300,1113900
1114440,101,2,8,5800, 129,16075481,397328,136611,1095240,1097400
1109700,108,6,26,6801, 87,16075585,401745,135773,1102500,1102800
1108860,102,6,8,4701, 1,16075596,398477,137319,1101600,1103400
1102200,108,6,25,8002, 86,16075531,401173,136105,584040,585000
1097940,102,2,8,5800, 143,16075459,398186,136255,1075080,1086480
1095480,104,6,25,8302, 84,16075441,400332,136653,1091280,1091700
1093560,101,2,8,5800, 129,16075421,397228,136778,1089900,1090200
1093260,108,6,26,6900, 91,16075422,401418,135070,766800,1056600
1087560,102,2,8,5800, 129,16075353,398273,136801,1082580,1082700
1081680,108,6,26,8002, 86,16075300,401480,136018,1077600,1078500
1081500,107,6,26,6500, 89,16075308,400232,135255,1079580,1081200
1081080,104,6,25,8410, 83,16075193,400489,137052,1009800,1066200
1072140,107,6,26,6500, 89,16075224,400232,135255,1068660,1068900
1065780,107,6,26,6500, 89,16075173,399886,135436,1047240,1047480
1056420,105,6,9,10200, 142,16075153,398476,134936,1029600,1054860
1047660,104,6,25,10600, 83,16075134,399855,137319,1015200,1044000
1033920,107,6,26,7000, 90,16075066,400589,135069,1020600,1032000
1032060,102,2,8,5800, 129,16075050,397965,136733,1025400,1025700
1027680,103,6,8,5900, 1,16075040,399214,136418,1025640,1027680
1025880,106,6,27,7200, 131,16074891,399421,134605,1888200,1888260
1022160,105,6,9,7200, 128,16074991,399210.55,134299.54,1020060,1021800
1021680,106,6,27,7200, 131,16074905,399421,134605,1706400,2062800
1020840,104,6,25,10600, 83,16074814,399855,137319,1002120,1006200
1020120,103,6,8,4702, 1,16074882,398640,137185,997200,1013040
1017840,101,2,8,5800, 129,16074917,397497,136718,1008960,
1013940,104,6,25,8410, 83,16074880,400541,137118,999000,1009800
1001520,105,6,9,10200, 142,16074761,398185,135418,994200,996000
999240,106,6,26,7100, 91,16074739,401147,134664,996480,998400
998340,103,6,8,4702, 1,16074707,399078,136928,990600,992400
990000,103,6,8,4702, 1,16074624,399078,136928,985620,986100
982860,107,6,26,6500, 89,16074586,400232,135255,979500,979620
978300,105,6,9,11000, 127,16074152,398373,134292,914520,917580
977220,106,6,9,6400, 127,16074456,399211,133853,945480,945600
952920,106,6,27,7200, 131,16074449,399888,134117,941700,942000
940800,104,6,25,10600, 83,16074406,399790,137319,931500,938100
940620,103,6,8,4702, 1,16074407,399078,136928,936900,937080
935400,107,6,26,7000, 90,16074364,400436,135043,932880,934200
934560,101,2,8,5800, 129,16074227,397833,136884,922500,923400
930420,107,6,26,6700, 88,16074216,400930,135440,914400,918000
926580,103,6,8,4702, 1,16074233,399078,136928,920700,921000
924420,106,6,27,7200, 131,16074018,399421,134605,840600,844200
922080,101,2,8,5800, 129,16074196,397700.46,136611.23,918900,919200
921540,106,6,27,7200, 131,16400926,399421,134605,1209600,158100
916500,102,6,8,4701, 1,16400922,398477,137319,123900,727200
913320,107,6,25,8100, 85,16400920,400541,136105,482400,493200
911880,102,6,8,4702, 1,16074030,398413,137185,879660,900900
911820,103,6,8,4701, 1,16074073,398597,137252,880200,883200
911100,102,6,8,4702, 1,16073974,398413,137185,897600,899280
909480,106,6,27,7200, 131,16400904,399421,134605,2484000,238200
900600,105,6,9,10200, 142,16073946,397868.29,135116.46,855000,888300
873000,104,6,25,8402, 82,16073879,400735,136855,846900,866700
867660,102,2,8,5800, 143,16073857,398098,136401,860400,867600
853560,103,6,8,4701, 1,16073773,398597,137252,844200,852300
848100,101,2,8,10100, 129,16073580,397829,137265,2217600,2221200
837840,102,2,8,5800, 143,16073573,398315,136884,831420,831600
835920,104,6,25,8301, 83,16073556,399996,136928,832260,834480
835020,103,6,8,4701, 1,16073568,399213,137478,828060,829500
834420,108,6,26,6801, 87,16073571,401605,135773,576000,834000
832200,103,6,8,5900, 1,16073525,398989,136542,826200,826500
825240,108,6,26,6900, 91,16073094,401418,135070,414000,543600
819480,103,6,0,6202, 130,16073424,399272,136594,657000,734400
811440,102,2,8,5800, 129,16073354,398186,137106,651600,801000
801720,103,6,8,5900, 1,16072934,398945,136400,738300,742980
792660,103,5,21,4600, 19,16073298,399214.79,137753.75,785280,785400
785400,102,2,8,5900, 143,16073279,398508,136963,779400,780300
781500,107,6,26,7000, 90,16073246,400488,134987,773700,774000
779460,105,6,9,6400, 127,16073219,399075,134190,771540,775500
774000,104,6,25,8001, 81,16073203,401347,136871,767400,773340
773940,107,6,26,7000, 90,16073207,400331,134906,772080,773880
771780,103,6,8,4701, 1,16073169,398857,137320,765300,765600
770880,105,6,9,10200, 142,16073174,398469,134448,767700,770820
769560,103,6,0,6202, 130,16073102,399272,136594,747000,757140
769200,102,6,8,4702, 1,16073162,398532,137185,756900,765900
767400,105,6,9,10200, 142,16072962,398317,134827,743880,748680
763140,106,6,26,7100, 91,16073119,400930,134605,759000,760800
759480,102,6,8,4702, 18,16073080,398186,137185,731100,754800
757620,103,6,8,4701, 1,16073062,398597,137252,728100,754800
756420,108,6,25,8001, 81,16073055,401257,136507,747000,754200
749460,104,6,25,8302, 83,16072983,400233,136927,746040,746700
748320,108,6,26,6900, 91,16072981,401257,135070,745680,746100
738480,104,6,25,10600, 83,16072895,400135,136990,732600,734400
737280,102,2,8,5800, 129,16072896,398098,136808,735000,
734100,105,6,9,10200, 142,16072877,398469,134448,732000,739800
733860,106,6,27,7200, 131,16072875,399489,134556,729240,733860
730560,105,6,9,6400, 127,16072831,399009,133800,722820,725400
729000,101,2,8,10100, 129,16072839,397227,136991,722400,722760
727680,103,6,0,6202, 130,16072827,399272,136594,669600,720000
695340,108,6,26,6802, 87,16072639,401892,135229,658800,691200
694620,107,6,25,8302, 85,16072610,400437,136362,686400,686700
691620,105,6,9,10200, 142,16072364,398065,134426,1684800,1771200
687060,101,2,8,5800, 129,16072577,397654,136543,651600,685200
683520,104,6,25,8302, 84,16072513,400332,136437,2403600,675000
680040,102,2,8,5900, 143,16072477,398508,136963,669900,670200
675600,102,2,8,5800, 143,16072476,398358,136759,669600,669780
669000,104,6,25,8402, 82,16072424,400790,136927,668280,668520
666600,103,6,0,6202, 130,16072332,399272,136594,2656800,661740
666420,101,2,8,5800, 129,16072390,397654,136543,660600,663300
660720,108,6,26,8002, 86,16072314,401543,135958,654300,654480
659760,104,6,25,10600, 83,16072318,400332,137118,658020,659700
610860,108,6,26,6900, 91,16071979,401257,135070,601920,602580
594600,101,2,8,5800, 129,16071886,397497,136718,590400,591000
591480,102,2,8,5800, 129,16071729,398098,136808,559200,560040
588480,103,6,8,4702, 1,16071743,399119,137184,547200,576000
588120,107,6,26,7000, 90,16071827,400435,134906,562500,583200
584640,107,6,26,7000, 90,16071732,400232,134826,561600,568440
578400,103,6,8,4702, 1,16071689,399078,136928,575160,
577080,101,2,0,6202, 129,16071700,397652,136026,554400,568800
574980,103,6,8,4701, 1,16071598,399069,137532,2208900,736260
