REPORT_DAT,SHIFT,OFFENSE,METHOD,BLOCK,DISTRICT,PSA,WARD,ANC,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,CCN,XBLOCK,YBLOCK,START_DATE,END_DATE
6/12/2016 2:30:33 PM,DAY,ASSAULT W/DANGEROUS WEAPON,GUN,2200 - 2299 BLOCK OF SAVANNAH STREET SE,7,704,8,8E,Cluster 38,007403 1,007403,Precinct 116,16095666,402438,131109,6/12/2016 12:38:29 PM,6/12/2016 1:00:22 PM
6/12/2016 10:07:46 PM,EVENING,BURGLARY,OTHERS,400 - 499 BLOCK OF MELLON STREET SE,7,707,8,8C,Cluster 39,010400 2,010400,Precinct 123,16095914,399910,131120,6/12/2016 5:00:38 AM,6/12/2016 9:00:45 PM
6/13/2016 3:00:41 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,400 - 599 BLOCK OF MISSISSIPPI AVENUE SE,7,705,8,8C,Cluster 39,009804 1,009804,Precinct 122,16096017,400035,129903,6/12/2016 10:24:20 PM,6/12/2016 10:40:29 PM
6/6/2016 4:28:32 PM,EVENING,ASSAULT W/DANGEROUS WEAPON,GUN,100 139  BLOCK OF UPSAL STREET SE,7,707,8,8C,Cluster 39,009803 1,009803,Precinct 124,16091634,399548,130021,6/6/2016 1:00:04 PM,6/6/2016 4:16:02 PM
6/13/2016 11:12:14 AM,DAY,THEFT F/AUTO,OTHERS,2000 - 2099 BLOCK OF FENDALL STREET SE,7,701,8,8A,Cluster 28,007504 1,007504,Precinct 114,16096194,401741,132961,6/1/2016 3:00:04 AM,6/1/2016 4:00:11 AM
6/13/2016 1:31:33 PM,DAY,THEFT F/AUTO,OTHERS,4037 4199  BLOCK OF SOUTH CAPITOL STREET,7,708,8,8D,Cluster 39,009807 1,009807,Precinct 124,16096247,399333,129102,6/13/2016 8:05:38 AM,6/13/2016 11:00:17 AM
6/12/2016 5:12:49 PM,EVENING,THEFT/OTHER,OTHERS,2700 2899  BLOCK OF LANGSTON PLACE SE,7,702,8,8B,Cluster 36,007502 1,007502,Precinct 115,16095776,402379,132035,6/12/2016 4:30:01 PM,6/12/2016 4:55:35 PM
6/19/2016 4:18:24 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,2400 - 2699 BLOCK OF POMEROY ROAD SE,7,703,8,8B,Cluster 37,007406 2,007406,Precinct 118,16100049,400891,131932,6/18/2016 11:25:26 PM,6/18/2016 11:30:24 PM
6/19/2016 2:05:03 AM,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,400 443  BLOCK OF CONDON TERRACE SE,7,706,8,8E,Cluster 39,009801 1,009801,Precinct 121,16100075,400009,129316,6/19/2016 12:44:02 AM,6/19/2016 2:04:28 AM
6/19/2016 3:58:38 AM,MIDNIGHT,ROBBERY,GUN,3239 3263  BLOCK OF STANTON ROAD SE,7,704,8,8E,Cluster 38,007404 2,007404,Precinct 117,16100082,401674,131138,6/19/2016 2:07:51 AM,6/19/2016 2:46:18 AM
6/19/2016 4:52:42 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,OTHERS,2400 - 2599 BLOCK OF ELVANS ROAD SE,7,703,8,8B,Cluster 37,007406 2,007406,Precinct 118,16100115,401004,131818,6/19/2016 2:16:37 AM,6/19/2016 2:20:43 AM
6/13/2016 3:07:06 AM,MIDNIGHT,ROBBERY,OTHERS,2400 - 2599 BLOCK OF ELVANS ROAD SE,7,703,8,8B,Cluster 37,007406 2,007406,Precinct 118,16096056,401004,131818,6/13/2016 1:28:05 AM,6/13/2016 1:33:01 AM
6/13/2016 4:30:19 PM,EVENING,THEFT/OTHER,OTHERS,1900 2099  BLOCK OF MINNESOTA AVENUE SE,7,701,8,8A,Cluster 34,007601 3,007601,Precinct 133,16096355,402015,133625,6/10/2016 4:00:52 AM,6/10/2016 4:05:03 AM
6/20/2016 2:39:07 AM,MIDNIGHT,THEFT/OTHER,OTHERS,400 - 599 BLOCK OF CHESAPEAKE STREET SE,7,706,8,8D,Cluster 39,009811 1,009811,Precinct 125,16100565,400040,129046,6/19/2016 10:00:41 PM,6/19/2016 10:57:35 PM
6/20/2016 3:56:36 AM,MIDNIGHT,BURGLARY,OTHERS,1800 - 1899 BLOCK OF SAVANNAH STREET SE,7,704,8,8B,Cluster 38,007409 3,007409,Precinct 116,16100596,401930,130945,6/19/2016 5:30:03 PM,6/19/2016 7:45:15 PM
6/20/2016 10:18:23 AM,DAY,MOTOR VEHICLE THEFT,OTHERS,200 - 398 BLOCK OF ORANGE STREET SE,7,707,8,8C,Cluster 39,010400 2,010400,Precinct 123,16100774,399587,131013,6/19/2016 11:30:30 PM,6/20/2016 7:05:45 AM
6/26/2016 2:37:15 AM,MIDNIGHT,MOTOR VEHICLE THEFT,OTHERS,2301 - 2399 BLOCK OF GOOD HOPE COURT SE,7,701,8,8B,Cluster 36,007502 1,007502,Precinct 134,16104648,402335,132676,6/24/2016 8:30:36 PM,6/25/2016 10:00:53 AM
6/26/2016 12:00:00 AM,MIDNIGHT,HOMICIDE,GUN,900 - 999 BLOCK OF WAHLER PLACE SE,7,706,8,8E,Cluster 39,009801 1,009801,Precinct 121,16104696,400713,129586,6/26/2016 12:05:29 AM,6/26/2016 2:41:15 AM
6/26/2016 4:52:02 AM,MIDNIGHT,ROBBERY,GUN,2600 - 2631 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,7,703,8,8C,Cluster 37,007401 2,007401,Precinct 119,16104757,400393,132326,6/26/2016 4:10:26 AM,
6/26/2016 5:41:12 AM,MIDNIGHT,ASSAULT W/DANGEROUS WEAPON,GUN,ANACOSTIA FWY SE AND INTERSTATE 295 NB,7,701,8,8A,Cluster 28,007401 1,007401,Precinct 114,16104777,400824.42,133277.48,6/26/2016 3:55:52 AM,6/26/2016 4:00:03 AM
6/26/2016 7:54:50 AM,DAY,BURGLARY,OTHERS,3400 - 3499 BLOCK OF 13TH PLACE SE,7,705,8,8E,Cluster 38,007304 1,007304,Precinct 120,16104780,401104,130427,6/25/2016 5:30:38 PM,6/26/2016 5:10:27 AM
6/19/2016 10:43:43 PM,EVENING,BURGLARY,OTHERS,2500 - 2999 BLOCK OF SOUTHERN AVENUE SE,7,702,8,8B,Cluster 38,,,Precinct 116,16100560,402901,131166,6/19/2016 9:45:32 PM,6/19/2016 10:00:42 PM
6/20/2016 3:33:54 PM,EVENING,MOTOR VEHICLE THEFT,OTHERS,2801 - 2913 BLOCK OF NAYLOR ROAD SE,7,702,8,8B,Cluster 36,007502 2,007502,Precinct 134,16100819,402904,132006,5/5/2016 12:00:29 AM,6/20/2016 5:30:19 AM
6/26/2016 10:30:50 PM,EVENING,BURGLARY,OTHERS,800 899  BLOCK OF CHESAPEAKE STREET SE,7,706,8,8D,Cluster 39,009811 2,009811,Precinct 125,16105178,400660,129046,6/26/2016 10:30:39 AM,6/26/2016 7:00:38 PM
