week,PSA,THEFT F/AUTO
1,301,2
1,302,9
1,303,6
1,304,8
1,305,7
1,306,1
1,307,4
1,308,4
2,301,9
2,302,10
2,303,3
2,304,6
2,305,21
2,306,4
2,307,14
2,308,8
3,301,5
3,302,7
3,303,5
3,304,4
3,305,17
3,306,7
3,307,8
3,308,14
4,301,3
4,302,4
4,303,5
4,304,7
4,305,13
4,306,1
4,307,10
4,308,4
5,301,4
5,302,3
5,303,5
5,304,1
5,305,7
5,306,2
5,307,6
5,308,2
