week,PSA,MOTOR VEHICLE THEFT
1,304,1
1,305,1
1,306,1
1,307,2
1,308,1
2,301,1
2,302,2
2,303,1
2,304,1
2,305,1
2,307,1
3,301,1
3,306,1
4,303,3
4,304,1
4,305,2
4,307,1
5,302,1
5,303,2
5,304,1
5,305,1
